Job Title,Health and Insurance Benefits,Career Development Opportunities,Paid Time Off / Vacation,Company Culture and Work Environment,Employee Discounts and Perks
"Area Manager CDC Operations (m/w/d)
    ",False,False,False,False,False
"Senior Manager Corporate Controlling- Cash Flow / OWC (m/f/d)
    ",False,True,False,False,False
"Visual Merchandiser (m/f/d) 39h/Woche, befristet 12 Monate - FO Rostock
    ",False,True,False,False,False
"SALES ASSISTANT (M/F/D) TEILZEIT 20h - FACTORY OUTLET, PIDING
    ",False,False,False,False,False
"SENIOR CASHIER (M/F/D) 39h BEFRISTET 12 MONATE - FACTORY OUTLET BRUNNTHAL, MÜNCHEN
    ",False,False,False,False,False
"Senior Manager Sales Running Specialty {m/f/d] - Cluster Central - TEMP UNTIL 12.31.2025
    ",True,True,False,False,False
"Senior Stockroom Associate 39h/Woche (m/w/d)  - FO Rostock
    ",False,False,False,False,False
"Stockroom Associate 39h/Woche  (m/f/d)  - FO Rostock
    ",False,False,False,False,False
"Sales Assistant 39h/Woche (m/f/d) FO Rostock
    ",False,False,False,False,False
"Senior Sales Assistant (m/f/d) 39h -  FO Rostock
    ",False,True,False,False,False
"Stockroom Associate 39h/Woche  (m/f/d)  - FO Rostock
    ",False,False,False,False,False
"Sales Assistant 35h/Woche (m/f/d), befristet 2 Jahre - FO Bremen
    ",False,False,False,False,False
"Stockroom Associate 39h/Woche  (m/f/d)  - FO Rostock
    ",False,False,False,False,False
"Floor Manager (m/f/d) - 39/h Woche - Factory Outlet Neumünster
    ",False,True,False,False,False
"Sales Assistant (m/f/d) Vollzeit 39h/Woche, befristet 2 Jahre - Factory Outlet Wustermark Berlin
    ",False,False,False,False,False
"Senior Sales & Business Analyst - Temp until end of 2026(m/f/d)
    ",False,True,False,True,False
"Senior Manager Finishing & Sample Competence Center (m/w/d)
    ",True,True,False,False,False
"Senior Administrative Assistant - Footwear Production
    ",False,False,False,False,False
"Floor Manager (m/f/d) - 39/h Woche - ADIDAS Factory Outlet Bremen
    ",False,True,False,False,False
"SALES ASSISTANT (M/F/D) VOLLZEIT 39h BEFRISTET 12 MONATE - BRAND CONCEPT STORE, HERZOGENAURACH
    ",False,False,False,False,False
"SALES ASSISTANT (M/F/D) VOLLZEIT 39h BEFRISTET 2 JAHRE - FACTORY OUTLET, HERZOGENAURACH
    ",False,False,False,False,False
"INFOPOINT ASSOCIATE & CASHIER (M/F/D) 39h BEFRISTET 8 Monate - FACTORY OUTLET, HERZOGENAURACH
    ",False,True,False,False,False
"Stockroom Associate (m/f/d) 30/Woche - Factory Outlet Wustermark Berlin
    ",False,True,False,False,False
"RETAIL ASSISTANT MINIJOB (M/F/D) BEFRISTET - FACTORY OUTLET WERTHEIM
    ",False,False,False,False,False
"Senior Manager Global SCM Outbound (m/f/d) temp 18 months
    ",False,True,False,True,False
"Sales Assistant 39h (m/f/d) adidas Factory Outlet Neumünster
    ",False,True,False,False,False
"Sales Assistant 39h (m/f/d) adidas Factory Outlet Neumünster
    ",False,True,False,False,False
"Visual Merchandiser (m/f/d) 30h/Woche, befristet 12 Monate - FO Ochtrup
    ",False,True,False,False,False
"Stockroom Associate 30h/Woche (m/f/d) Factory Outlet Kaufpark Eiche Berlin
    ",False,False,False,False,False
"STOCKROOM ASSOCIATE (M/F/D) VOLLZEIT 39h BEFRISTET 12 MONATE - BRAND CONCEPT STORE, HERZOGENAURACH
    ",False,False,False,False,False
"Designer Apparel Graphics - BU Football (m/f/d)
    ",False,True,False,False,False
"Manager Tech Infrastructure (m/f/d)
    ",False,False,False,True,False
"Sales Assistant (m/f/d), Teilzeit, befristet 1 Jahr -  adidas Factory Outlet Zweibrücken
    ",False,False,False,False,False
"Senior Manager Real Estate Central / Cross Border - Europe (M/F/D)
    ",False,True,False,False,False
"Sales Assistant (m/f/d) bis 31.05.25 -  adidas BCES Steglitz, Berlin Schlossstr.
    ",False,False,False,False,False
"Sales Assistant (m/f/d) 20/Woche, befristet 1 Jahr - Factory Outlet Kaufpark Eiche Berlin
    ",False,False,False,False,False
"Senior Manager Retail Capability Programs (m/f/d) Temp (Sep 2024 - Oct 2025) - Global Retail
    ",False,True,False,True,False
"Ausbildung Schuhfertiger/-in (m/w/d) in Scheinfeld 2025
    ",False,False,False,False,False
"Ausbildung Textil- und Modeschneider/-in (m/w/d) 2025
    ",False,False,False,True,False
"Visual Merchandiser (m/w/d), bis 31.07.25 - adidas Factory Outlet Halle/Leipzig, THE STYLE OUTLET
    ",False,True,False,False,False
"Designer Apparel - Innovation CD&I(m/f/d)
    ",False,True,False,True,False
"Senior Designer Apparel - Innovation CD&I (m/f/d)
    ",False,True,False,True,False
"Stockroom Associate (m/f/d) Factory Outlet Neumünster
    ",False,True,False,False,False
"Sales Assistant 20h / temp 6 Monate (m/f/d) adidas Factory Outlet Neumünster
    ",False,True,False,False,False
"Sales Assistant 20h / temp 6 Monate (m/f/d) adidas Factory Outlet Neumünster
    ",False,True,False,False,False
"Sales Assistant (m/f/d) Vollzeit 39h / befristet 6 Monate -  adidas BC Hamburg
    ",False,False,False,False,False
"Stockroom Associate (m/f/d) 39h/Woche - adidas  Factory Outlet Neumünster
    ",False,False,False,False,False
"STOCKROOM ASSOCIATE (M/F/D) TEILZEIT 30h - FACTORY OUTLET, RADOLFZELL
    ",False,False,False,False,False
No Title,False,False,False,False,False
"Stockroom Associate 39h/ Woche (m/f/d), befristet 6 Monate - FO Wolfsburg
    ",False,True,False,False,False
"Rechtsreferendar 2025 (m/f/d)
    ",False,True,False,False,False
"Store Operations Generalist (m/f/d) Teilzeit 30h bis 31.05.2025 - Brand Flagship Store Berlin
    ",False,True,False,False,False
"Assistant Manager 3PL Management (m/f/d)
    ",False,False,False,False,False
"Senior Manager Customer Fulfillment (m/f/d)
    ",True,True,False,True,False
"RETAIL AUSHILFE / FERIENAUSHILFE (M/F/D) BRAND CONCEPT STORE, HERZOGENAURACH (TEMP)
    ",False,False,False,False,False
"Retail Assistant (m/f/d) 28-35h/Woche, befristet - ORIGINALS Flagship Store Berlin, Münzstr.
    ",False,False,False,False,False
"Retail Assistant (m/f/d) 28-35h/Woche befr. ab 01.05.24 - adidas BCES Steglitz, Berlin Schlossstr.
    ",False,False,False,False,False
"Visual Merchandiser befristet bis 30.06.2025 39h/Woche  (m/f/d) adidas Brand Flagship Store Berlin
    ",False,True,False,False,False
"SALES ASSISTANT (M/F/D) TEILZEIT 20h - FACTORY OUTLET, RADOLFZELL
    ",False,False,False,False,False
"Lagerleiter (m/f/d) Vollzeit - Factory Outlet, Metzingen
    ",False,False,False,False,False
No Title,False,False,False,False,False
"Sales Assistant / Verkäufer (m/f/d) befristet 1 Jahr - ADIDAS Outlet Halle/Leipzig, THE STYLE OUTLET
    ",False,False,False,False,False
"SALES ASSISTANT (M/F/D) VOLLZEIT 39h - FACTORY OUTLET, PIDING
    ",False,False,False,False,False
"Stockroom Associate (m/f/d) 30/Woche - Factory Outlet Wustermark Berlin
    ",False,True,False,False,False
"Sales Assistant/Verkäufer (m/f/d), 30/h Woche - FO Ochtrup
    ",False,False,False,False,False
"Sales Assistant & VM (m/f/d) - adidas Factory Outlet Neumünster
    ",False,True,False,False,False
"Stockroom Associate (m/w/d) Vollzeit 39h/Woche - Factory Outlet Kaufpark Eiche Berlin
    ",False,True,False,False,False
"Senior Solution Architect (m/f/d)- SAP Finance
    ",False,True,False,True,True
"Schülerpraktikum - Schuhfertiger/in in Scheinfeld
    ",False,False,False,False,False
"Talent Pool - Service & PlanningDistribution Center Rieste
    ",False,False,False,False,False
"RETAIL ASSISTANT MINIJOB (M/F/D) BEFRISTET - FACTORY OUTLET PIDING
    ",False,False,False,False,False
"Retail Assistant Minijob FO Bremen (temp) (m/f/d)
    ",False,False,False,False,False
"Retail Assistant Minijob FO Ochtrup (temp) (m/f/d)
    ",False,False,False,False,False
"Retail Assistant FO Ochtrup (temp) (m/f/d)
    ",False,False,False,False,False
"Sales Assistant (m/f/d) 20h/Woche, befristet 1 Jahr -   adidas Factory Outlet Neumünster
    ",False,False,False,False,False
"Retail Assistant (m/f/d) 28-35h/Woche - Factory Outlet Wustermark Berlin
    ",False,False,False,False,False
"Retail Assistant Minijob (m/f/d) - Factory Outlet Berlin
    ",False,False,False,False,False
"RETAIL ASSISTANT (M/F/D) TEMPORÄR IN TEILZEIT - FACTORY OUTLET, BRUNNTHAL - MÜNCHEN
    ",False,False,False,False,False
"RETAIL ASSISTANT MINIJOB (M/F/D) BEFRISTET - FACTORY OUTLET RADOLFZELL
    ",False,False,False,False,False
"Retail Assistant BC Hamburg (temp) (m/f/d)
    ",False,False,False,False,False
"RETAIL ASSISTANT (M/F/D) BEFRISTET - BRAND CONCEPT STORE FRANKFURT
    ",False,False,False,False,False
"Retail Assistant (m/f/d) 28-35h/Woche, befristet - Brand Flagship Store Berlin
    ",False,False,False,False,False
"Retail Assistant (temp) (m/f/d) adidas Brand Flagship Store Berlin
    ",False,False,False,False,False
"Retail Assistant (m/f/d) 28-35h/Woche, befristet - Brand Flagship Store Berlin
    ",False,False,False,False,False
"Retail Assistant (m/f/d) 28-35h/Woche, befristet - Brand Flagship Store Berlin
    ",False,False,False,False,False
"Retail Assistant (m/f/d) temp 28-35h/week - FO Rostock
    ",False,False,False,False,False
"Retail Assistant Minijob - TEMP -  FO Wolfsburg (m/f/d)
    ",False,True,False,False,False
"Retail Assistant (m/f/d) 28-35h/Woche, befristet - Brand Flagship Store Berlin
    ",False,False,False,False,False
"Retail Assistant - Minijob (m/f/d) - Factory Outlet Neumuenster
    ",False,False,False,False,False
"Retail Assistant Minijob FO Neumünster (temp) (m/w/d)
    ",False,False,False,False,False
"Retail Assistant - 520 EUR (temp) (m/f/d) FO Rostock
    ",False,False,False,False,False
"Retail Assistant (m/f/d) temp 20-25h/week - FO Rostock
    ",False,False,False,False,False
"RETAIL ASSISTANT (M/F/D) BEFRISTET - FACTORY OUTLET WERTHEIM
    ",False,False,False,False,False
"Retail Assistant Minijob FO Metzingen (temp) (m/w/d)
    ",False,False,False,False,False
"RETAIL ASSISTANT (M/F/D) BEFRISTET - FACTORY OUTLET PIDING
    ",False,False,False,False,False
"RETAIL AUSHILFE / FERIENAUSHILFE (M/F/D) FACTORY OUTLET PIDING
    ",False,False,False,False,False
"Retail Assistant Minijob (m/f/d) befristet - Originals Concept Store Berlin
    ",False,False,False,False,False
"Retail Assistant / Verkäufer_ ADIDAS Factory Outlet Halle/Leipzig, THE STYLE OUTLET (temp) (m/f/d)
    ",False,False,False,False,False
"Retail Assistant Minijob ADIDAS Halle/ Leipzig, THE STYLE OUTLET (temp) (m/f/d)
    ",False,False,False,False,False
"Retail Assistant (m/f/d) adidas Original Concept Store Leipziger Platz
    ",False,False,False,False,False
"Retail Assistant  _ Verkäufer /in _ Lagerist /in (temp) (m/f/d) adidas Outlet Bremen Stuhr-Brinkum
    ",False,False,False,False,False
"Retail Assistant Minijob (m/f/d) befristet - OFS Berlin
    ",False,False,False,False,False
"Retail Assistant (m/f/d) 28-35h/Woche, befristet - Brand Flagship Store Berlin
    ",False,False,False,False,False
"RETAIL ASSISTANT (M/F/D) BEFRISTET - BRAND CONCEPT STORE HERZOGENAURACH
    ",False,False,False,False,False
"RETAIL ASSISTANT MINIJOB (M/F/D) BEFRISTET - BRAND CONCEPT STORE, HERZOGENAURACH
    ",False,False,False,False,False
"Retail Aushilfe / Ferienaushilfe FO Metzingen (temp) (m/w/d)
    ",False,False,False,False,False
"Retail Assistant FO Zweibrücken (temp) (m/w/d)
    ",False,False,False,False,False
"Retail Assistant Minijob (m/f/d) befristet - Factory Outlet Kaufpark Eiche Berlin
    ",False,False,False,False,False
"Retail Assistant (m/f/d) befristet - Factory Outlet Kaufpark Eiche Berlin
    ",False,False,False,False,False
"RETAIL ASSISTANT MINIJOB (M/F/D) BEFRISTET - FACTORY OUTLET HERZOGENAURACH
    ",False,False,False,False,False
"RETAIL ASSISTANT (M/F/D) BEFRISTET - FACTORY OUTLET HERZOGENAURACH
    ",False,False,False,False,False
"RETAIL AUSHILFE / FERIENAUSHILFE (M/F/D) FACTORY OUTLET, HERZOGENAURACH
    ",False,False,False,False,False
"Retail Assistant FO Metzingen (temp) (m/w/d)
    ",False,False,False,False,False
"RETAIL ASSISTANT (M/F/D) BEFRISTET - BRAND CONCEPT STORE HERZOGENAURACH
    ",False,False,False,False,False
"Aushilfe (m/w/d) in Voll-/Teilzeit im adidas Concept Store Hamburg (m/f/d)
    ",False,False,False,False,False
"Aushilfe (m/w/d) in Voll-/Teilzeit im adidas Outlet Store Ochtrup
    ",False,False,False,False,False
