Job Title,Health and Insurance Benefits,Career Development Opportunities,Paid Time Off / Vacation,Company Culture and Work Environment,Employee Discounts and Perks
"RETAIL ASSISTANT MINIJOB (M/F/D) BEFRISTET - BRAND CONCEPT STORE, HERZOGENAURACH
    ",False,True,False,False,False
"Retail Aushilfe / Ferienaushilfe FO Metzingen (temp) (m/w/d)
    ",False,True,False,False,False
"Retail Assistant FO Zweibrücken (temp) (m/w/d)
    ",False,True,False,False,False
"Retail Assistant Minijob (m/f/d) befristet - Factory Outlet Kaufpark Eiche Berlin
    ",False,True,False,False,False
"Retail Assistant (m/f/d) befristet - Factory Outlet Kaufpark Eiche Berlin
    ",False,True,False,False,False
"RETAIL ASSISTANT MINIJOB (M/F/D) BEFRISTET - FACTORY OUTLET HERZOGENAURACH
    ",False,True,False,False,False
"RETAIL ASSISTANT (M/F/D) BEFRISTET - FACTORY OUTLET HERZOGENAURACH
    ",False,True,False,False,False
"RETAIL AUSHILFE / FERIENAUSHILFE (M/F/D) FACTORY OUTLET, HERZOGENAURACH
    ",False,True,False,False,False
"Retail Assistant FO Metzingen (temp) (m/w/d)
    ",False,True,False,False,False
"RETAIL ASSISTANT (M/F/D) BEFRISTET - BRAND CONCEPT STORE HERZOGENAURACH
    ",False,True,False,False,False
"Aushilfe (m/w/d) in Voll-/Teilzeit im adidas Concept Store Hamburg (m/f/d)
    ",False,False,False,False,False
"Aushilfe (m/w/d) in Voll-/Teilzeit im adidas Outlet Store Ochtrup
    ",False,False,False,False,False
