company_name_short,review,topic,prob,review_en,sentiment,topic_name
Bosch,Zu hohe Arbeitsbelastung und mangelnde Wertschätzung verdirbt die Stimmung im Team,1,0.9926834438266392,Too high workload and lack of appreciation spoils the mood in the team,0,teams_zusammenhalt
Mercedes-Benz,Bei uns im Team gut - obwohl er durch Corona etwas leidet,1,1.0,With us in the team good - although he suffers something from Corona,1,teams_zusammenhalt
Bosch,"Druck und Stress wird nicht durchgereicht sondern man bewältigt Herausforderungen im Team. Offener und vertrauensvoller Umgang zwischen allen Beteiligten, egal ob Teamleiterinnen oder Personalleiterinnen.",1,0.7574471647064251,"Pressure and stress are not passed through, but one overcomes challenges in the team. Open and trustful interaction between all participants, whether team leaders or personnel managers.",1,teams_zusammenhalt
Bosch,Schnell ins Team aufgenommen,1,1.0,Quickly added to the team,1,teams_zusammenhalt
Porsche,"Bestes Team ever - hoher Antrieb, Motivation, Veränderungswille",1,1.0,"Best team ever - high drive, motivation, desire to change",1,teams_zusammenhalt
Bosch,In der Paketannahme sitzt ein alter Herr der sehr patzig zu den Kollegen ist. Keiner will mit dem arbeiten. Gewisse Abteilungen schieben sich die Schuld gegenseitig zu.,2,1.0,In the package acceptance an old gentleman who is very patchy to the colleagues. No one wants to work with it. Certain departments blame each other.,0,älteren_kollegen_junge
Mercedes-Benz,"Es wird immer mehr und mehr, dafür werden die Teams verkleinert",1,1.0,"There will be more and more, but the teams will be reduced",0,teams_zusammenhalt
Porsche,Man fühlt sich immer wohl und wertgeschätzt und ist klarer Bestandteil des Teams.,1,1.0,You always feel comfortable and valued and is a clear part of the team.,1,teams_zusammenhalt
Adidas,"ständiger Druck, sodass es mehr und mehr zu Streitigkeiten und schlechter Stimmung innerhalb der Teams kommt",1,1.0,"constant pressure, so there are more and more disputes and bad mood within the teams",0,teams_zusammenhalt
Mercedes-Benz,"Es wird vom Vorgesetzten eine Atmosphäre der Angst und Unterdrückung geschaffen. Sich einzubringen und Ideen vorzuschlagen, die dem Vorgesetzten nicht gefallen, werden mit negativen Konsequenzen geahndet.",6,0.8003608809350591,An atmosphere of fear and oppression is created by the superior. To contribute and to propose ideas that do not please the superior is punished with negative consequences.,0,frauen_männer_führungspositionen
Mercedes-Benz,Hängt wie immer vom Team ab.,1,1.0,Depends on the team as usual.,1,teams_zusammenhalt
Porsche,"Man fühlt sich auch als Praktikant/-in ein Teil des Teams und es herrscht Vertrauen, Respekt und Hilfsbereitschaft innerhalb des Teams",1,0.9183791302749011,"One also feels as an intern a part of the team and there is trust, respect and helpfulness within the team",1,teams_zusammenhalt
Mercedes-Benz,Super tolles und homogenes Team!,1,1.0,Super great and homogeneous team!,1,teams_zusammenhalt
Porsche,"Grundsätzlich wird jedem unterstellt, daß er nicht arbeitet und die Höhe an Gehaltszahlungen stets ungerechtfertigt sind. Mißtrauen wird Top Down gelebt.",9,1.0,"Basically, everyone is assumed that he does not work and that the amount of salary payments is always unjustified. Top Down is living mistrust.",0,führungskräfte_führungskompetenz
Bosch,"Veraltete Büroausstattung, Ellenbogengesellschaft, aufgesetzter Zusammenhalt, Führungskräfte oft hilflos bzw. dürfen nichts selbst entscheiden, was oft bremst.",6,1.0,"Outdated office equipment, elbow society, attached cohesion, executives often helpless or must not decide for themselves, which often slows down.",0,frauen_männer_führungspositionen
Mercedes-Benz,In meinem kleinen Team herrscht eine sehr gute Arbeitsatmosphäre. Bei Fragen sind alle sehr hilfsbereit.,1,0.814284166285235,In my small team there is a very good working atmosphere. For questions all are very helpful.,1,teams_zusammenhalt
PVH,"Bei uns im Team gut.
Innerhalb des gesamten Standortes ausbaufähig.",1,1.0,With us in the team good. Within the entire location expandable.,1,teams_zusammenhalt
Giorgio Armani,"Die Arbeitsatmosphäre ist unterirdisch.
Die Führungsebene ist nicht ausgebildet und habdelt ohne jegliche Führungskometenzen.",6,1.0,The working atmosphere is underground. The management level is not trained and habdelt without any leadership cometencies.,0,frauen_männer_führungspositionen
Burberry,"Tolles team das sich gegenseitig unterstützt,alle ziehen an einen Strang,nur der Storemanage nicht",1,1.0,"Great team that supports each other, all pull together, only the storemanage not",1,teams_zusammenhalt
Mercedes-Benz,"Kollegen super, jedoch meist schlecht gelaunt wegen der Teamleiter. Teilweise eine sehr angespannte Atmosphäre",1,0.776943757122049,"Colleagues super, but mostly in a bad mood because of the team leaders. Partially a very tense atmosphere",0,teams_zusammenhalt
Adidas,"Die Atmosphäre hängt sehr vom Team ab und kann demzufolge recht gut sein, da der Kolkegenzusammenhalt immer noch recht gut funktioniert. Insgesamt herrscht eine sehr abgespannte und irgendwie selltsame Stimmung. Die meisten haben das Gefühl, dass sie sich verstellen müssen.",1,0.5832006851238473,"The atmosphere depends very much on the team and can therefore be quite good, as the colke cohesion still works quite well. Overall, there is a very tense and somehow rellable mood. Most people have the feeling that they have to adjust.",1,teams_zusammenhalt
Hugo Boss,"Sehr angenehm, modern und mitarbeiterfreundlich. Man wird ab dem ersten Tag in das Team integriert.",1,0.6047584851613697,"Very comfortable, modern and employee friendly. You will be integrated into the team from the first day.",1,teams_zusammenhalt
Bosch,Team abhängig,1,1.0,Team dependent,1,teams_zusammenhalt
Hugo Boss,dynamisches Team + offener Umgang miteinander,1,1.0,dynamic team + open interaction,1,teams_zusammenhalt
Adidas,"Die Arbeitsatmosphäre ist sehr angenehm, jedoch ist das herzliche Team immer für Spaß am Arbeitsplatz zu haben. Auch in stressigen Situation!",1,0.814284166285235,"The working atmosphere is very pleasant, but the warm team is always to have fun in the workplace. Even in a stressful situation!",1,teams_zusammenhalt
Porsche,"Mein Team war das beste, was ich in meiner beruflichen Laufbahn je hatte. Die Arbeitsatmosphäre war so positiv, familiär und harmonisch, sodass ich mich jeden Tag gefreut habe, zur Arbeit zu gehen. Allgemein kann ich diese positive Ansicht auf viele Begegnungen mit Teams aus dem V-Ressort übertragen.",1,0.8613952212631926,"My team was the best I've ever had in my career. The working atmosphere was so positive, family and harmonious, so I was happy to go to work every day. Generally, I can transfer this positive view to many meetings with teams from the V-Ressort.",1,teams_zusammenhalt
Porsche,"Motiviertes, junges Team. Spannende Neuprojekte, tolle Produkte",1,1.0,"Motivated young team. Exciting new projects, great products",1,teams_zusammenhalt
Porsche,"Guter Teamgeist, immer unter Vollgas, dynamisch, kontinuierlicher Anspannungsgrad, unglaublich faszinierende Umgebung Zuffenhausen",1,1.0,"Good team spirit, always under full throttle, dynamic, continuous tension, incredibly fascinating surroundings Zuffenhausen",1,teams_zusammenhalt
Porsche,Unglaublich tolles und junges Team,1,1.0,Incredibly great and young team,1,teams_zusammenhalt
PVH,Mit meinem Team habe ich großes Glück gehabt in anderen Stores kann es der reinste Untergang sein.,1,0.6852417723737624,With my team I have had great luck in other stores it can be the purest downfall.,0,teams_zusammenhalt
Burberry,"das team ist nur auf konkurrenz aus, man wird ständig angemacht",1,1.0,"the team is only on competition from, you're constantly being hit",0,teams_zusammenhalt
Mercedes-Benz,"- Sehr angenehme und lockere Atmosphäre
- Altersdurchschnitt liegt bei circa 33 Jahren
- Großraumbüro (man muss es mögen)",2,1.0,- Very pleasant and relaxed atmosphere - Age average is about 33 years - Large office (you have to like it),1,älteren_kollegen_junge
Adidas,Das kommt durch zu wenig Personal. Wird von ganz oben gesteuert. Dafür können die Verantwortlichen in der Filiale nichts.,6,1.0,This comes from too little staff. It is controlled from the top. For this the responsible in the branch can do nothing.,0,frauen_männer_führungspositionen
Hugo Boss,Es herrscht teilweise ein sehr unangenehme Hierarchie vor allem im Administrativen Bereich.,6,0.8288109797022747,"There is sometimes a very unpleasant hierarchy, especially in the administrative field.",0,frauen_männer_führungspositionen
Adidas,"Sehr unterschiedlich in welchen Bereich man arbeitet. Eines kann man jedoch sagen: Die Führungskräfte (ab Director) stehen bereits unter sehr viel Druck (Arbeitszeiten von 08:00 - 21:00 teilweise normal). Bei einigen merkt man dann das sie diesem Druck nicht gewachsen sind und geben das an die Mitarbeiter weiter. (Hier sind doch einige Junge zu schnell hoch gestiegen).
Zusätzlich wird immer gesagt, man ist kein hierarchisches Unternehmen wie so viele andere DAX30 Unternehmen. Leider kann ich das nicht bestätigen. Ja man kann mit einem VP einmal Kaffee trinken. Dennoch muss jede Entscheidung (möge sie auch noch so klein sein) von VP-Level abgestimmt werden.
Aktuell 2020 und zuvor, ging es nur um Zahlen der Spaß an der Arbeit blieb auf der STrecke. Viele im Unternehmen warten nur mehr bis es eine neue Führung gibt. Die Sitzen die Zeit einfach nur ab, damit ARbeiten auch wieder Spaß macht!",6,1.0,"One thing can be said, however: the executives (from the director) are already under a lot of pressure (working hours from 08:00 - 21:00 partly normal). In some people you can then notice that they are not able to cope with this pressure and pass it on to the employees. (Here some young people have risen too fast). In addition, it is always said that you are not a hierarchical company like so many other DAX30 companies. Unfortunately, I can't confirm that. Yes, you can drink coffee with a VP. Nevertheless, every decision (if they are even so small) must be coordinated by VP-Level. Currently 2020 and before, it was only about numbers of fun at work that remained on the desk. Many in the company only wait until there is a new leadership.",0,frauen_männer_führungspositionen
Adidas,"Älter werden ist nicht gefragt. Nach fast 20 Jahren in den unterschiedlichsten Positionen und hervorragenden Zeugnissen kommt auf einmal jemand daher, dem Deine Nase nicht passt und Du wirst systematisch aus der Firma gemobbt.",2,1.0,"Being older is not required. After almost 20 years in a wide variety of positions and excellent testimonies, someone who doesn't like your nose is suddenly coming along and you are systematically mobbed from the company.",0,älteren_kollegen_junge
PVH,"Flache Hierarchien
Teamwork wird groß geschrieben
Respektvolles Miteinander",1,1.0,Flat Hierarchies Teamwork is Great Respectful Togetherness,1,teams_zusammenhalt
Porsche,"Wie immer von Team zu Team und Projekt zu Projekt verschieden. In meinem aktuellen Team herrscht grundlegend eine gute Atmosphäre, jedoch schlägt die hohe Arbeitsbelastung auf die Stimmung.",1,0.7718300417310315,"As always different from team to team and project to project. In my current team there is a fundamentally good atmosphere, but the high workload strikes the mood.",1,teams_zusammenhalt
Bosch,"Gut! Einziges Manko sind die teils alten Führungskräfte, an denen festgehalten wird. Hierdurch wird Potential hinsichtlich „Entwicklung zum agilen Mittelständler“ verschenkt. (Starres Berichtswesen und wöchentliche Kontrollen)",4,0.40309055819129275,"Good! The only drawback is the partly old executives who are held on. This gives away potential for ""development into an agile medium-sized enterprise."" (Stronger reporting and weekly controls)",1,homeoffice_möglich
Bosch,"Innerhalb vom Team ist die Atmosphäre gut, was auch der Grund ist, warum man hier bleibt. Zwischen den Gruppen gibt es große Spannungen, was das Arbeiten schwierig macht.
Führungskräfte haben oft Angst vor der Konkurrenz und halten absichtlich klein.",1,1.0,"Within the team, the atmosphere is good, which is also the reason why you stay here. There is great tension between the groups, which makes working difficult. Managers are often afraid of the competition and deliberately keep small.",0,teams_zusammenhalt
Hugo Boss,Hugo Boss hat vergangenes Wochenende eine Fashion Show in Mailand. Vor Ort waren sehr viele Mitarbeiter aus Metzingen. Diese wurden nun aufgefordert Home Office zu machen. Das Betreten des Campus wurde quasi untersagt. Es wurde aber in Nachtrag nochmal ausdrücklich gesagt dass die sich nicht in Quarantäne befinden. Sie können sich in ihrem Umfeld frei bewegen. Sie wurden nur gebeten sich von den Mitarbeiter fern zu halten um eine potentielle Ansteckung zu vermeiden! Wie schrecklich ist das denn? Wie verantwortungslos !!!!!!! Hauptsache das Geschäft geht weiter aber restliche Mitmenschen können sie anstecken???? Die Mitarbeiter sind so durcheinander und fühlen sich wirklich schlecht. Erst schickt man sie hin damit sie die Show machen und dann schickt man sie nach Hause damit sie ja keine Mitarbeiter anstecken. Aber sonstige Mitmenschen dürfen sie anstecken!! Frechheit!!!,6,0.818760790479822,"Hugo Boss has a fashion show in Milan last weekend. There were a lot of employees from Metzingen on the spot. They were now asked to make home office. Entering the campus was virtually forbidden. However, it was explicitly said in addition that they are not in quarantine. They can move freely in their environment. They were only asked to stay away from the employees to avoid a potential infection! How terrible is that? How irresponsible!!!!!!! The main thing is that the business continues but other fellow human beings can infect them????? The employees are so confused and feel really bad. First they are sent to make the show and then they are sent home so that they don't infect employees. But other people can infect them!! Cheerfulness!!!",0,frauen_männer_führungspositionen
Porsche,Teamorientiert - jeder gibt sein bestes,1,1.0,Team-oriented - everyone gives their best,1,teams_zusammenhalt
Porsche,"Nette und fähige Kollegen. Das Miteinander ist im Team sehr gut, Abteilungs- oder Hauptabteilungsübergreifend eher schlecht. Lieber Bälle weiterschieben als selbst Probleme zu lösen. Jeder schiebt sich die Schuld zu wenn etwas nicht gut läuft.",1,0.5133256292077562,"Nice and capable colleagues. The team is very good, departmental or departmental rather bad. Better to push balls forward than to solve problems themselves. Everyone blames themselves if something does not go well.",0,teams_zusammenhalt
Mercedes-Benz,Das Team ist offen und kommunikativ. Man fühlt sich wohl und kommt gerne jeden Morgen zur Arbeit.,1,0.6756127021499807,The team is open and communicative. You feel comfortable and like coming to work every morning.,1,teams_zusammenhalt
Porsche,"Super Team, super Job!",1,1.0,"Super team, super job!",1,teams_zusammenhalt
Bosch,"latent aggressiv, Unterdrückung und persönliches Fortkommen besonders in Führungsebene",6,1.0,"latent aggressive, oppression and personal progress especially in leadership level",0,frauen_männer_führungspositionen
Hugo Boss,Im Team immer hervorragend.,1,1.0,In the team always excellent.,1,teams_zusammenhalt
Bosch,"Sehr gute Zusammenarbeit im Team, Feedback vom Vorgesetzen, Entscheidungsfreiräume.",1,1.0,"Very good cooperation in the team, feedback from the pre-legislative, decision-making freedom.",1,teams_zusammenhalt
Porsche,"Vertrautes, familiäres, aber professionelles Umfeld mit jungen und motivierten Kollegen",2,1.0,"Confident, family but professional environment with young and motivated colleagues",1,älteren_kollegen_junge
Adidas,Auch schwierige Situationen lassen sich mit Team-Zusammenhalt überstehen.,1,0.9650424477608011,Difficult situations can also be survived with team cohesion.,1,teams_zusammenhalt
LVMH,"Die Mitarbeiter gehen respektvoll und auf Augenhöhe miteinander um. Es sind viele Nationalitäten vertreten und das Durchschnittsalter ist geschätzt 37. Es ist eine Du Kultur. Alle sind freundlich und nachsichtig. Ich war sehr erstaunt, wie schnell man über Privates spricht. Ich kenne fast alle Partner meiner Kollegen beim Vornamen. Es ist sehr familiär.",2,1.0,The employees treat each other respectfully and at eye level. There are many nationalities represented and the average age is estimated at 37. It is a du culture. Everyone is friendly and lenient. I was very surprised how quickly you talk about privates. I know almost all my colleagues' partners by their first name. It is very familiar.,1,älteren_kollegen_junge
Mercedes-Benz,"Stark bereichsabhängiges Erlebnis, ein guter Chef führt leider nicht immer zu einer guten Atmosphäre. Unklare Wünsche der Führungskräfte, besonders wird oft Wasser gepredigt und Wein getrunken.",6,1.0,"Highly sector-dependent experience, a good boss unfortunately does not always lead to a good atmosphere. Unclear wishes of the managers, especially water is often preached and wine is drunk.",0,frauen_männer_führungspositionen
Adidas,Tolle Gebäude und flexible Arbeitszeit,0,1.0,Great buildings and flexible working hours,1,arbeitszeiten_überstunden
Adidas,"Im eigenen Team hervorragend, Zusammenarbeit mit anderen Bereichen stark verbesserungswürdig",1,1.0,"Excellent in our own team, cooperation with other areas highly worthy of improvement",1,teams_zusammenhalt
Adidas,Hoher Druck durch Führungskräfte,6,1.0,High pressure from executives,0,frauen_männer_führungspositionen
Porsche,"- tolle Aufnahme in die Abteilung / das Team
- man wird als vollwertige Arbeitskraft behandelt
- freundliches Miteinander",1,0.5514944892031745,- great reception in the department / the team - you are treated as a full-fledged worker - friendly cooperation,1,teams_zusammenhalt
Marc O'Polo,"Die Atmosphäre innerhalb des Teams in den Filialen ist super! Allerdings ist die Atmosphäre zur Zentrale grauenvoll. Headquater Mitarbeiter halten sich für etwas besseres, als die Mitarbeiter im Verkauf.",1,0.6178256324673991,"The atmosphere within the team in the stores is great! However, the atmosphere to the headquarters is horrible. Headquater employees think themselves to be something better than the employees in the sale.",0,teams_zusammenhalt
Adidas,"Konkurrenzkampf und Druck. Freundschaften möglich, viele junge Kollegen.",2,1.0,"Competition and pressure. Friendships possible, many young colleagues.",1,älteren_kollegen_junge
Hugo Boss,Sicher abhängig von der Filiale und dem Team ; die Firma legt sehr viel Wert auf ein respektvolles und teamorientiertes Miteinander,1,1.0,Certainly dependent on the branch and the team; the company places great importance on a respectful and team-oriented cooperation,1,teams_zusammenhalt
Porsche,"Sehr wertschätzender Umgang mit Kolleg:innen in und außerhalb des eigenen Bereichs. Top-Team: Jeder hilft jedem, es wird viel gelacht, aber auch kritische Punkte können offen angesprochen werden. In regelmäßigen Kulturreflexionen hat jeder die Chance das Leitbild mit Leben zu füllen.
Auch außerhalb des Büros wird viel für die Mitarbeitenden getan. Absolutes Highlight 2023: Sommerfest am Hockenheimring.",1,0.5380219031119917,"Very appreciative handling of colleagues in and outside their own area. Top team: Everyone helps everyone, there is a lot of laughter, but critical points can also be addressed openly. In regular cultural reflections, everyone has the chance to fill the mission statement with life. A lot is done outside the office, too. Absolute highlight 2023: Summer party at the Hockenheimring.",1,teams_zusammenhalt
Hugo Boss,Vor der reinen Computerarbeit an variablen Arbeitsplätzen war das Teamgefühl besser.,1,0.7205401499810312,"Before the pure computer work at variable workplaces, the team feeling was better.",1,teams_zusammenhalt
Marc O'Polo,"Insgesamt angespannte Lage, im Team gut",1,1.0,"Overall tense situation, good in the team",1,teams_zusammenhalt
Mercedes-Benz,"Natürlich hängt es vom jeweiligen Team ab, in meinem Team jedoch war die Atmosphäre hervorragend und auch neue Kollegen wurden freudig aufgenommen. Stress steht jedoch immer auf dem Plan, damit muss man umgehen können.",1,0.7249265564689383,"Of course it depends on the respective team, but in my team the atmosphere was excellent and new colleagues were also welcomed with joy. However, stress is always on the agenda, you have to be able to deal with it.",1,teams_zusammenhalt
Porsche,"Ist abhängig in welcher Kollegenrunde man sich befindet. Vorsicht bei ""Jüngern"" und Karrieristen*in.",2,1.0,"Is dependent in which colleague round you are. Be careful with ""youngsters"" and careerists.",0,älteren_kollegen_junge
Burberry,"Ich freue mich sehr, in einem professionellen und motivierten Team zu arbeiten. Die Unterstützung und die Aufmerksamkeit, die die Teammitglieder und das Management für jeden von uns aufbringen, machen uns stolz darauf, bei Burberry zu sein.

Leider sieht es so aus, als ob das nicht für jeden so ist, was ich nicht gutheiße.",1,1.0,"I am very pleased to work in a professional and motivated team. The support and attention that team members and management give to each of us make us proud to be at Burberry. Unfortunately, it looks like it's not for everyone that I don't approve of.",0,teams_zusammenhalt
Hugo Boss,Tolles Team aber Management trübt die Stimmung.,1,0.7515760277187837,Great team but management clouds the mood.,0,teams_zusammenhalt
Adidas,Unser Team ist super in der zusammen Arbeit,1,1.0,Our team is great at working together,1,teams_zusammenhalt
Porsche,Ein großes Team ist vielleicht die Beste Bezeichnung,1,1.0,A big team may be the best name,1,teams_zusammenhalt
Porsche,"Das Team ist alles, du alleine nix!",1,1.0,"The team is all, you're nothing!",0,teams_zusammenhalt
Marc O'Polo,In meinem Team sehr gut,1,1.0,In my team very good,1,teams_zusammenhalt
Burberry,"Aus meiner eigenen Erfahrung als aktives Teammitglied kann ich sagen, dass ich die Zusammenarbeit und den Zusammenhalt im Team und die zusätzlichen Urlaubstage, die wir zusätzlich zu unserem vertraglichen Urlaub erhalten, schätze. Das ist bei anderen Firmen nicht so leicht zu finden. Dazu finde ich den Mitarbeiterrabatt im Vergleich zu anderen Marken gut, ein wirklicher Pluspunkt.
Im normalen Alltag helfen wir uns gegenseitig und wechseln uns bei den zugewiesenen Aufgaben ab, was in Ordnung ist, solange es auch gerecht zugeht.
Aus meiner Erfahrung würde ich aber auch sagen, dass bei Burberry in München nicht alles so perfekt ist, wie in einigen Bewertungen unten geschrieben wurde. Meiner Meinung nach geht es im Handel oder in anderen Unternehmen nie so perfekt zu, wie manche geschrieben haben, außer man will alles im perfekten Licht erscheinen lassen. Wenn ich die Bewertungen unten durchlese, dann ist da schon was dran und ich würde die 5-Sterne-Bewertungen eher überbewerten. Für mich persönlich, ist bei den Vorgesetzten und bei der Personalführung allgemein im Unternehmen schon noch Luft nach oben.",1,1.0,"From my own experience as an active team member, I can say that I appreciate the cooperation and cohesion in the team and the additional holidays we receive in addition to our contractual vacation. This is not so easy to find with other companies. I find the employee discount in comparison to other brands good, a real plus point. In normal everyday life we help each other and alternate with the assigned tasks, which is in order as long as it is fair. However, from my experience I would also say that at Burberry in Munich not everything is as perfect as in some reviews written down. In my opinion, it is never as perfect in the trade or in other companies as some have written, unless you want everything to appear in the perfect light. If I read the reviews below, then there is already something about it and I would rather overvalue the 5-star reviews. For me personally, the supervisors and staff management in general in the company are already air to the top.",0,teams_zusammenhalt
Porsche,Vorgesetzte nicht in der Lage eine gute Atmosphäre herzustellen,6,0.8631161158093605,Superior not able to create a good atmosphere,0,frauen_männer_führungspositionen
Mercedes-Benz,Top Management Unterstützung und gute Zusammenarbeit in den Teams,1,0.903993100950083,Top management support and good cooperation in the teams,1,teams_zusammenhalt
PVH,Teamspirit,1,0.8627557447170457,Teamspirit,1,teams_zusammenhalt
Bosch,Team mit extrem starken Teamspirit - Wohlfühlfaktor & gemeinsamer Zielerreichung,1,1.0,Team with extremely strong team spirit - feel-good factor & common goal achievement,1,teams_zusammenhalt
Bosch,In einem tollen Team macht arbeiten Spaß.,1,1.0,Working in a great team is fun.,1,teams_zusammenhalt
Adidas,"Ellenbogenmentalität ist Alltag. Der Altersdurchschnitt ist sehr jung. Gerade unter weiblichen Arbeitnehmern sind Zickereien, Lästereien und cooles Getue an der Tagesordnung.",2,1.0,"Elbow mentality is everyday life. The average age is very young. Especially among female workers, zigzags, lashes and cool noise are commonplace.",1,älteren_kollegen_junge
Porsche,Ich habe noch nie eine bessere Arbeitsatmosphäre erlebt. Sehr motiviertes Team!,1,0.831444389479745,I have never experienced a better working atmosphere. Very motivated team!,1,teams_zusammenhalt
Mercedes-Benz,Ich habe sehr viel Glück mit meinem Team & genieße eine sehr gute Atmosphäre. Jeder ist für jeden da.,1,1.0,I am very lucky with my team & enjoy a very good atmosphere. Everyone is there for everyone.,1,teams_zusammenhalt
Bosch,Super junger und kollegialer Geschäftsbereich,2,1.0,Super young and collegial division,1,älteren_kollegen_junge
Marc O'Polo,Super Team mit gutem Zusammenhalt.,1,1.0,Super team with good cohesion.,1,teams_zusammenhalt
Adidas,"I have good colleagues and good team. Not very international like some other departments, but still very very good",1,0.9797194361367931,"I have good colleagues and good team. Not very international like some other departments, but still very very good",1,teams_zusammenhalt
Hugo Boss,Steht unter ständigem Druck durch unfähige Führungskräfte,6,1.0,Is under constant pressure from incompetent managers,0,frauen_männer_führungspositionen
Hugo Boss,Jeder schaut nach sich. Kein Team Gedanke. Da geht es nur noch um wer kommt wie schnell weiter.,1,1.0,Everyone looks after themselves. No team thought. It's all about who's going to get on like fast.,0,teams_zusammenhalt
Bosch,"Das team war sehr gut, man konnte die Anwesenheit auswählen (HO oder Office), nur alle 3 Wochen gab es ein verpflichtendes in-Site Meeting",1,0.5817949608049985,"The team was very good, you could choose the presence (HO or Office), only every 3 weeks there was a mandatory in-site meeting",1,teams_zusammenhalt
Hugo Boss,Very competitive and fun. People willing to team up and grow.,1,1.0,Very competitive and fun. People willing to team up and grow.,1,teams_zusammenhalt
Porsche,"Entspannte Arbeitsatmosphäre in produktbezogenen, agilen Teams.",1,0.6285875469909507,"Relaxed working atmosphere in product-related, agile teams.",1,teams_zusammenhalt
