company_name_short,review,topic,prob,review_en,sentiment,topic_name
Porsche,"Viele Überstunden, viele Aufreger, Meinung der MA nur bedingt gewünscht",0,0.962173761735282,"Many overtime, many exciters, opinion of the MA only limited desired",0,arbeitszeiten_überstunden
Hugo Boss,Stark von der Führungskraft abhängig. Aber das scheißt meist die Kollegen mehr zusammen. Wobei die Atmosphäre die letzten Jahre strak durch fehlende Transparenz und nicht nachvollziehbare Beförderungen gelitten hat.,9,0.7421061739775126,Strongly dependent on the manager. But that usually shits the colleagues more together. Although the atmosphere has suffered the last few years strak due to lack of transparency and uncomprehensible promotions.,0,führungskräfte_führungskompetenz
Bosch,"Die Atmosphäre im Team ist offen, transparent, motiviert",1,1.0,"The atmosphere in the team is open, transparent, motivated",1,teams_zusammenhalt
Bosch,Zu hohe Arbeitsbelastung und mangelnde Wertschätzung verdirbt die Stimmung im Team,1,1.0,Too high workload and lack of appreciation spoils the mood in the team,0,teams_zusammenhalt
Mercedes-Benz,Bei uns im Team gut - obwohl er durch Corona etwas leidet,1,1.0,With us in the team good - although he suffers something from Corona,1,teams_zusammenhalt
Bosch,"Druck und Stress wird nicht durchgereicht sondern man bewältigt Herausforderungen im Team. Offener und vertrauensvoller Umgang zwischen allen Beteiligten, egal ob Teamleiterinnen oder Personalleiterinnen.",1,0.9587601715456772,"Pressure and stress are not passed through, but one overcomes challenges in the team. Open and trustful interaction between all participants, whether team leaders or personnel managers.",1,teams_zusammenhalt
Bosch,Schnell ins Team aufgenommen,1,1.0,Quickly added to the team,1,teams_zusammenhalt
Porsche,"Bestes Team ever - hoher Antrieb, Motivation, Veränderungswille",1,1.0,"Best team ever - high drive, motivation, desire to change",1,teams_zusammenhalt
Bosch,In der Paketannahme sitzt ein alter Herr der sehr patzig zu den Kollegen ist. Keiner will mit dem arbeiten. Gewisse Abteilungen schieben sich die Schuld gegenseitig zu.,2,1.0,In the package acceptance an old gentleman who is very patchy to the colleagues. No one wants to work with it. Certain departments blame each other.,0,älteren_kollegen_junge
Mercedes-Benz,"Es wird immer mehr und mehr, dafür werden die Teams verkleinert",1,1.0,"There will be more and more, but the teams will be reduced",0,teams_zusammenhalt
Porsche,Man fühlt sich immer wohl und wertgeschätzt und ist klarer Bestandteil des Teams.,1,1.0,You always feel comfortable and valued and is a clear part of the team.,1,teams_zusammenhalt
Adidas,"ständiger Druck, sodass es mehr und mehr zu Streitigkeiten und schlechter Stimmung innerhalb der Teams kommt",1,1.0,"constant pressure, so there are more and more disputes and bad mood within the teams",0,teams_zusammenhalt
Mercedes-Benz,"Es wird vom Vorgesetzten eine Atmosphäre der Angst und Unterdrückung geschaffen. Sich einzubringen und Ideen vorzuschlagen, die dem Vorgesetzten nicht gefallen, werden mit negativen Konsequenzen geahndet.",9,0.7742161297830741,An atmosphere of fear and oppression is created by the superior. To contribute and to propose ideas that do not please the superior is punished with negative consequences.,0,führungskräfte_führungskompetenz
Mercedes-Benz,Hängt wie immer vom Team ab.,1,1.0,Depends on the team as usual.,1,teams_zusammenhalt
Porsche,"Man fühlt sich auch als Praktikant/-in ein Teil des Teams und es herrscht Vertrauen, Respekt und Hilfsbereitschaft innerhalb des Teams",1,0.9473251011856192,"One also feels as an intern a part of the team and there is trust, respect and helpfulness within the team",1,teams_zusammenhalt
Mercedes-Benz,Super tolles und homogenes Team!,1,1.0,Super great and homogeneous team!,1,teams_zusammenhalt
Bosch,"Veraltete Büroausstattung, Ellenbogengesellschaft, aufgesetzter Zusammenhalt, Führungskräfte oft hilflos bzw. dürfen nichts selbst entscheiden, was oft bremst.",9,0.8533404905520748,"Outdated office equipment, elbow society, attached cohesion, executives often helpless or must not decide for themselves, which often slows down.",0,führungskräfte_führungskompetenz
Adidas,Die neuen Container BASE und das Open Office-Konzept sind hervorragend. Obwohl ich lieber die alte mag.,7,1.0,The new containers BASE and the Open Office concept are excellent. Although I prefer the old ones.,1,büros_ausstattung
Hugo Boss,Tolle Möglichkeiten. Home Office möglich,4,1.0,Great possibilities. Home Office possible,1,homeoffice_möglich
PVH,"Bei uns im Team gut.
Innerhalb des gesamten Standortes ausbaufähig.",1,1.0,With us in the team good. Within the entire location expandable.,1,teams_zusammenhalt
Giorgio Armani,"Die Arbeitsatmosphäre ist unterirdisch.
Die Führungsebene ist nicht ausgebildet und habdelt ohne jegliche Führungskometenzen.",9,1.0,The working atmosphere is underground. The management level is not trained and habdelt without any leadership cometencies.,0,führungskräfte_führungskompetenz
Burberry,"Tolles team das sich gegenseitig unterstützt,alle ziehen an einen Strang,nur der Storemanage nicht",1,1.0,"Great team that supports each other, all pull together, only the storemanage not",1,teams_zusammenhalt
Mercedes-Benz,"Kollegen super, jedoch meist schlecht gelaunt wegen der Teamleiter. Teilweise eine sehr angespannte Atmosphäre",1,0.7385713685182729,"Colleagues super, but mostly in a bad mood because of the team leaders. Partially a very tense atmosphere",0,teams_zusammenhalt
Hugo Boss,"Sehr angenehm, modern und mitarbeiterfreundlich. Man wird ab dem ersten Tag in das Team integriert.",1,0.7406389971645514,"Very comfortable, modern and employee friendly. You will be integrated into the team from the first day.",1,teams_zusammenhalt
Bosch,Team abhängig,1,1.0,Team dependent,1,teams_zusammenhalt
Hugo Boss,dynamisches Team + offener Umgang miteinander,1,1.0,dynamic team + open interaction,1,teams_zusammenhalt
Porsche,"Mein Team war das beste, was ich in meiner beruflichen Laufbahn je hatte. Die Arbeitsatmosphäre war so positiv, familiär und harmonisch, sodass ich mich jeden Tag gefreut habe, zur Arbeit zu gehen. Allgemein kann ich diese positive Ansicht auf viele Begegnungen mit Teams aus dem V-Ressort übertragen.",1,0.8690575998879476,"My team was the best I've ever had in my career. The working atmosphere was so positive, family and harmonious, so I was happy to go to work every day. Generally, I can transfer this positive view to many meetings with teams from the V-Ressort.",1,teams_zusammenhalt
Mercedes-Benz,"Schön eingerichtetes Großraumbüro, liebe Kollegen",7,1.0,"Beautifully furnished office, dear colleagues",1,büros_ausstattung
Hugo Boss,Leider nicht sehr gut. Man genießt die Tage an denen man im Home Office ist.,4,1.0,Unfortunately not very good. You enjoy the days you are in the home office.,1,homeoffice_möglich
Porsche,"Motiviertes, junges Team. Spannende Neuprojekte, tolle Produkte",1,0.8656056576801059,"Motivated young team. Exciting new projects, great products",1,teams_zusammenhalt
Adidas,office is small and removed from HQ,4,0.6379645031991118,office is small and removed from HQ,0,homeoffice_möglich
Porsche,"Guter Teamgeist, immer unter Vollgas, dynamisch, kontinuierlicher Anspannungsgrad, unglaublich faszinierende Umgebung Zuffenhausen",1,1.0,"Good team spirit, always under full throttle, dynamic, continuous tension, incredibly fascinating surroundings Zuffenhausen",1,teams_zusammenhalt
Porsche,Unglaublich tolles und junges Team,1,1.0,Incredibly great and young team,1,teams_zusammenhalt
PVH,Mit meinem Team habe ich großes Glück gehabt in anderen Stores kann es der reinste Untergang sein.,1,1.0,With my team I have had great luck in other stores it can be the purest downfall.,0,teams_zusammenhalt
PVH,"Schöne Atmosphäre, tolles Büro im Herzen vom Hafen, sehr modern & stylisch eingerichtet.",7,1.0,"Beautiful atmosphere, great office in the heart of the harbour, very modern & stylishly furnished.",1,büros_ausstattung
Burberry,"das team ist nur auf konkurrenz aus, man wird ständig angemacht",1,1.0,"the team is only on competition from, you're constantly being hit",0,teams_zusammenhalt
Mercedes-Benz,"- Sehr angenehme und lockere Atmosphäre
- Altersdurchschnitt liegt bei circa 33 Jahren
- Großraumbüro (man muss es mögen)",2,1.0,- Very pleasant and relaxed atmosphere - Age average is about 33 years - Large office (you have to like it),1,älteren_kollegen_junge
Adidas,Das kommt durch zu wenig Personal. Wird von ganz oben gesteuert. Dafür können die Verantwortlichen in der Filiale nichts.,9,0.8138100634378236,This comes from too little staff. It is controlled from the top. For this the responsible in the branch can do nothing.,0,führungskräfte_führungskompetenz
Mercedes-Benz,Großraumbüro mit vielen Farben aber teilweise herrscht ein Klima der Angst weil Kritik auch zur Kündigung führen kann (eigene Erfahrung).,9,0.7417450169906772,Large office with many colors but partly there is a climate of fear because criticism can also lead to dismissal (own experience).,0,führungskräfte_führungskompetenz
Hugo Boss,Es herrscht teilweise ein sehr unangenehme Hierarchie vor allem im Administrativen Bereich.,9,0.8075376436479164,"There is sometimes a very unpleasant hierarchy, especially in the administrative field.",0,führungskräfte_führungskompetenz
Adidas,"Sehr unterschiedlich in welchen Bereich man arbeitet. Eines kann man jedoch sagen: Die Führungskräfte (ab Director) stehen bereits unter sehr viel Druck (Arbeitszeiten von 08:00 - 21:00 teilweise normal). Bei einigen merkt man dann das sie diesem Druck nicht gewachsen sind und geben das an die Mitarbeiter weiter. (Hier sind doch einige Junge zu schnell hoch gestiegen).
Zusätzlich wird immer gesagt, man ist kein hierarchisches Unternehmen wie so viele andere DAX30 Unternehmen. Leider kann ich das nicht bestätigen. Ja man kann mit einem VP einmal Kaffee trinken. Dennoch muss jede Entscheidung (möge sie auch noch so klein sein) von VP-Level abgestimmt werden.
Aktuell 2020 und zuvor, ging es nur um Zahlen der Spaß an der Arbeit blieb auf der STrecke. Viele im Unternehmen warten nur mehr bis es eine neue Führung gibt. Die Sitzen die Zeit einfach nur ab, damit ARbeiten auch wieder Spaß macht!",9,0.9440212926588821,"One thing can be said, however: the executives (from the director) are already under a lot of pressure (working hours from 08:00 - 21:00 partly normal). In some people you can then notice that they are not able to cope with this pressure and pass it on to the employees. (Here some young people have risen too fast). In addition, it is always said that you are not a hierarchical company like so many other DAX30 companies. Unfortunately, I can't confirm that. Yes, you can drink coffee with a VP. Nevertheless, every decision (if they are even so small) must be coordinated by VP-Level. Currently 2020 and before, it was only about numbers of fun at work that remained on the desk. Many in the company only wait until there is a new leadership.",0,führungskräfte_führungskompetenz
Adidas,"Älter werden ist nicht gefragt. Nach fast 20 Jahren in den unterschiedlichsten Positionen und hervorragenden Zeugnissen kommt auf einmal jemand daher, dem Deine Nase nicht passt und Du wirst systematisch aus der Firma gemobbt.",2,1.0,"Being older is not required. After almost 20 years in a wide variety of positions and excellent testimonies, someone who doesn't like your nose is suddenly coming along and you are systematically mobbed from the company.",0,älteren_kollegen_junge
PVH,"Flache Hierarchien
Teamwork wird groß geschrieben
Respektvolles Miteinander",1,1.0,Flat Hierarchies Teamwork is Great Respectful Togetherness,1,teams_zusammenhalt
Bosch,"Innerhalb vom Team ist die Atmosphäre gut, was auch der Grund ist, warum man hier bleibt. Zwischen den Gruppen gibt es große Spannungen, was das Arbeiten schwierig macht.
Führungskräfte haben oft Angst vor der Konkurrenz und halten absichtlich klein.",1,1.0,"Within the team, the atmosphere is good, which is also the reason why you stay here. There is great tension between the groups, which makes working difficult. Managers are often afraid of the competition and deliberately keep small.",0,teams_zusammenhalt
Porsche,Teamorientiert - jeder gibt sein bestes,1,1.0,Team-oriented - everyone gives their best,1,teams_zusammenhalt
Porsche,Junge und Nette Kollegen,2,1.0,Young and Cute Colleagues,1,älteren_kollegen_junge
Mercedes-Benz,Die Profis wissen wie es um die Häuser bestellt ist.,4,1.0,The professionals know how it is ordered around the houses.,1,homeoffice_möglich
Bosch,"Man sitzt in Großraumbüros mit über 100 Leuten wie eine Legehenne und muss mit unmenschlicher Luftfeuchtigkeit, seltsamen Gerüchen und extrem lauten Gequatsche Tickets klöppeln wie ein Roboter",7,1.0,"You sit in big-room offices with over 100 people like a laying hen and you have to bob with inhuman humidity, strange smells and extremely loud chatting tickets like a robot",0,büros_ausstattung
Porsche,"Super Team, super Job!",1,1.0,"Super team, super job!",1,teams_zusammenhalt
Bosch,"latent aggressiv, Unterdrückung und persönliches Fortkommen besonders in Führungsebene",9,0.9711223006607372,"latent aggressive, oppression and personal progress especially in leadership level",0,führungskräfte_führungskompetenz
Giorgio Armani,"kollegen verstehen sich gut, das ist es auch. office schön",7,0.7246469760261826,"Colleagues get along well, that's it too. office nice",1,büros_ausstattung
Hugo Boss,Im Team immer hervorragend.,1,1.0,In the team always excellent.,1,teams_zusammenhalt
Bosch,"Sehr gute Zusammenarbeit im Team, Feedback vom Vorgesetzen, Entscheidungsfreiräume.",1,1.0,"Very good cooperation in the team, feedback from the pre-legislative, decision-making freedom.",1,teams_zusammenhalt
Porsche,"Vertrautes, familiäres, aber professionelles Umfeld mit jungen und motivierten Kollegen",2,1.0,"Confident, family but professional environment with young and motivated colleagues",1,älteren_kollegen_junge
Adidas,Auch schwierige Situationen lassen sich mit Team-Zusammenhalt überstehen.,1,1.0,Difficult situations can also be survived with team cohesion.,1,teams_zusammenhalt
Bosch,"Sehr angenehme Arbeitsatmosphäre, Großraumbüros mit genug Möglichkeiten um sich für Einzelarbeiten zurückzuziehen",7,0.7139705956844606,"Very pleasant working atmosphere, spacious offices with enough possibilities to withdraw for individual work",1,büros_ausstattung
Mercedes-Benz,"Stark bereichsabhängiges Erlebnis, ein guter Chef führt leider nicht immer zu einer guten Atmosphäre. Unklare Wünsche der Führungskräfte, besonders wird oft Wasser gepredigt und Wein getrunken.",9,0.8029572923222524,"Highly sector-dependent experience, a good boss unfortunately does not always lead to a good atmosphere. Unclear wishes of the managers, especially water is often preached and wine is drunk.",0,führungskräfte_führungskompetenz
Adidas,Tolle Gebäude und flexible Arbeitszeit,0,1.0,Great buildings and flexible working hours,1,arbeitszeiten_überstunden
Adidas,"Im eigenen Team hervorragend, Zusammenarbeit mit anderen Bereichen stark verbesserungswürdig",1,1.0,"Excellent in our own team, cooperation with other areas highly worthy of improvement",1,teams_zusammenhalt
Adidas,Hoher Druck durch Führungskräfte,9,0.7216171508266387,High pressure from executives,0,führungskräfte_führungskompetenz
Porsche,"- tolle Aufnahme in die Abteilung / das Team
- man wird als vollwertige Arbeitskraft behandelt
- freundliches Miteinander",1,0.8077369764615617,- great reception in the department / the team - you are treated as a full-fledged worker - friendly cooperation,1,teams_zusammenhalt
Hugo Boss,Es wird viel Wert auf eine gute Arbeitsatmosphäre gelegt. Vieles geschieht mit dem richtigen Netzwerk. HomeOffice ist nach Rücksprache mit der Führungskraft kein Thema.,4,0.8085730855118717,Much emphasis is placed on a good working atmosphere. Much happens with the right network. HomeOffice is not an issue after consultation with the manager.,1,homeoffice_möglich
Bosch,"Es sind leider Großraumbüros. Ich hab in der Sachbearbeitung gearbeitet und auf der anderen Seite des Büros war ein Callcenter. Die Lautstärke war für unsere Arbeit teilweise viel zu laut, dies wurde auch an die Chefetage weitergegeben, jedoch hat es bis zum Schluss des Projektes niemanden interessiert.",7,1.0,"Unfortunately, they are open-plan offices. I worked in the field and on the other side of the office was a call center. The volume was partly too loud for our work, this was also passed on to the executive floor, however, it did not interest anyone until the end of the project.",0,büros_ausstattung
Adidas,"Konkurrenzkampf und Druck. Freundschaften möglich, viele junge Kollegen.",2,1.0,"Competition and pressure. Friendships possible, many young colleagues.",1,älteren_kollegen_junge
Hugo Boss,Sicher abhängig von der Filiale und dem Team ; die Firma legt sehr viel Wert auf ein respektvolles und teamorientiertes Miteinander,1,1.0,Certainly dependent on the branch and the team; the company places great importance on a respectful and team-oriented cooperation,1,teams_zusammenhalt
Porsche,"Sehr wertschätzender Umgang mit Kolleg:innen in und außerhalb des eigenen Bereichs. Top-Team: Jeder hilft jedem, es wird viel gelacht, aber auch kritische Punkte können offen angesprochen werden. In regelmäßigen Kulturreflexionen hat jeder die Chance das Leitbild mit Leben zu füllen.
Auch außerhalb des Büros wird viel für die Mitarbeitenden getan. Absolutes Highlight 2023: Sommerfest am Hockenheimring.",1,0.7385242612460071,"Very appreciative handling of colleagues in and outside their own area. Top team: Everyone helps everyone, there is a lot of laughter, but critical points can also be addressed openly. In regular cultural reflections, everyone has the chance to fill the mission statement with life. A lot is done outside the office, too. Absolute highlight 2023: Summer party at the Hockenheimring.",1,teams_zusammenhalt
Hugo Boss,Vor der reinen Computerarbeit an variablen Arbeitsplätzen war das Teamgefühl besser.,1,1.0,"Before the pure computer work at variable workplaces, the team feeling was better.",1,teams_zusammenhalt
Marc O'Polo,"Insgesamt angespannte Lage, im Team gut",1,1.0,"Overall tense situation, good in the team",1,teams_zusammenhalt
Mercedes-Benz,"Natürlich hängt es vom jeweiligen Team ab, in meinem Team jedoch war die Atmosphäre hervorragend und auch neue Kollegen wurden freudig aufgenommen. Stress steht jedoch immer auf dem Plan, damit muss man umgehen können.",1,0.9696080170126434,"Of course it depends on the respective team, but in my team the atmosphere was excellent and new colleagues were also welcomed with joy. However, stress is always on the agenda, you have to be able to deal with it.",1,teams_zusammenhalt
Porsche,"Ist abhängig in welcher Kollegenrunde man sich befindet. Vorsicht bei ""Jüngern"" und Karrieristen*in.",2,1.0,"Is dependent in which colleague round you are. Be careful with ""youngsters"" and careerists.",0,älteren_kollegen_junge
Burberry,"Ich freue mich sehr, in einem professionellen und motivierten Team zu arbeiten. Die Unterstützung und die Aufmerksamkeit, die die Teammitglieder und das Management für jeden von uns aufbringen, machen uns stolz darauf, bei Burberry zu sein.

Leider sieht es so aus, als ob das nicht für jeden so ist, was ich nicht gutheiße.",1,1.0,"I am very pleased to work in a professional and motivated team. The support and attention that team members and management give to each of us make us proud to be at Burberry. Unfortunately, it looks like it's not for everyone that I don't approve of.",0,teams_zusammenhalt
Hugo Boss,"in nur 1,5 Wochen über 2000 Kollegen vom Office ins Home Office umgezogen und das mit minimalen Komplikationen. Projekte laufen fast reibungslos weiter und neben all den fachlichen Calls wird auch viel Wert auf übergreifenden fachlichen wie aber auch persönlichen Austausch gelegt und gefördert! #Afterworkcall #Pokernight #Coffeecall",4,1.0,"In just 1.5 weeks over 2000 colleagues from the office moved to the home office with minimal complications. Projects continue almost smoothly and in addition to all the professional calls, there is also a lot of emphasis on comprehensive professional as well as personal exchange and promotion! #Afterworkcall #Pokernight #Coffeecall",1,homeoffice_möglich
Hugo Boss,Tolles Team aber Management trübt die Stimmung.,1,1.0,Great team but management clouds the mood.,0,teams_zusammenhalt
Adidas,Unser Team ist super in der zusammen Arbeit,1,1.0,Our team is great at working together,1,teams_zusammenhalt
Bosch,"Gutes umschalten auf Homeoffice, als es angebracht war",4,1.0,Switch good to home office when it was appropriate,1,homeoffice_möglich
Marc O'Polo,"In meinem Team grundsätzlich ganz gut - aber klar, es gibt überall mal was. Ich habe die Erfahrung gemacht, dass in meinem Bereich Konflikte offen angesprochen und aus der Welt geräumt werden.",1,0.8998947327013403,"In my team basically quite well - but of course, there is something everywhere. I have had the experience that conflicts in my area are openly addressed and removed from the world.",1,teams_zusammenhalt
Porsche,Ein großes Team ist vielleicht die Beste Bezeichnung,1,1.0,A big team may be the best name,1,teams_zusammenhalt
Porsche,"Das Team ist alles, du alleine nix!",1,1.0,"The team is all, you're nothing!",0,teams_zusammenhalt
Marc O'Polo,In meinem Team sehr gut,1,1.0,In my team very good,1,teams_zusammenhalt
Burberry,"Aus meiner eigenen Erfahrung als aktives Teammitglied kann ich sagen, dass ich die Zusammenarbeit und den Zusammenhalt im Team und die zusätzlichen Urlaubstage, die wir zusätzlich zu unserem vertraglichen Urlaub erhalten, schätze. Das ist bei anderen Firmen nicht so leicht zu finden. Dazu finde ich den Mitarbeiterrabatt im Vergleich zu anderen Marken gut, ein wirklicher Pluspunkt.
Im normalen Alltag helfen wir uns gegenseitig und wechseln uns bei den zugewiesenen Aufgaben ab, was in Ordnung ist, solange es auch gerecht zugeht.
Aus meiner Erfahrung würde ich aber auch sagen, dass bei Burberry in München nicht alles so perfekt ist, wie in einigen Bewertungen unten geschrieben wurde. Meiner Meinung nach geht es im Handel oder in anderen Unternehmen nie so perfekt zu, wie manche geschrieben haben, außer man will alles im perfekten Licht erscheinen lassen. Wenn ich die Bewertungen unten durchlese, dann ist da schon was dran und ich würde die 5-Sterne-Bewertungen eher überbewerten. Für mich persönlich, ist bei den Vorgesetzten und bei der Personalführung allgemein im Unternehmen schon noch Luft nach oben.",1,1.0,"From my own experience as an active team member, I can say that I appreciate the cooperation and cohesion in the team and the additional holidays we receive in addition to our contractual vacation. This is not so easy to find with other companies. I find the employee discount in comparison to other brands good, a real plus point. In normal everyday life we help each other and alternate with the assigned tasks, which is in order as long as it is fair. However, from my experience I would also say that at Burberry in Munich not everything is as perfect as in some reviews written down. In my opinion, it is never as perfect in the trade or in other companies as some have written, unless you want everything to appear in the perfect light. If I read the reviews below, then there is already something about it and I would rather overvalue the 5-star reviews. For me personally, the supervisors and staff management in general in the company are already air to the top.",0,teams_zusammenhalt
Porsche,Vorgesetzte nicht in der Lage eine gute Atmosphäre herzustellen,9,0.7293120861091342,Superior not able to create a good atmosphere,0,führungskräfte_führungskompetenz
Hugo Boss,"Eigentlich gut, aber sobald die Vorgesetzten dabei sind, traut sich keiner mehr zu sprechen.",9,0.6928508111883743,"Actually, it's good, but as soon as the superiors get there, nobody dares to talk.",0,führungskräfte_führungskompetenz
Mercedes-Benz,Top Management Unterstützung und gute Zusammenarbeit in den Teams,1,1.0,Top management support and good cooperation in the teams,1,teams_zusammenhalt
Porsche,"HAtte davor bereits Homeoffice, daher RAum und Arbeitsplatz schon sehr gut ausgestattet.",4,1.0,"Had already home office before, therefore RAum and workplace already very well equipped.",1,homeoffice_möglich
PVH,Teamspirit,1,1.0,Teamspirit,1,teams_zusammenhalt
Bosch,Team mit extrem starken Teamspirit - Wohlfühlfaktor & gemeinsamer Zielerreichung,1,1.0,Team with extremely strong team spirit - feel-good factor & common goal achievement,1,teams_zusammenhalt
Bosch,In einem tollen Team macht arbeiten Spaß.,1,1.0,Working in a great team is fun.,1,teams_zusammenhalt
Adidas,"Ellenbogenmentalität ist Alltag. Der Altersdurchschnitt ist sehr jung. Gerade unter weiblichen Arbeitnehmern sind Zickereien, Lästereien und cooles Getue an der Tagesordnung.",2,1.0,"Elbow mentality is everyday life. The average age is very young. Especially among female workers, zigzags, lashes and cool noise are commonplace.",1,älteren_kollegen_junge
Mercedes-Benz,Ich habe sehr viel Glück mit meinem Team & genieße eine sehr gute Atmosphäre. Jeder ist für jeden da.,1,0.7515066706692162,I am very lucky with my team & enjoy a very good atmosphere. Everyone is there for everyone.,1,teams_zusammenhalt
Bosch,Super junger und kollegialer Geschäftsbereich,2,1.0,Super young and collegial division,1,älteren_kollegen_junge
Marc O'Polo,Super Team mit gutem Zusammenhalt.,1,1.0,Super team with good cohesion.,1,teams_zusammenhalt
Adidas,"I have good colleagues and good team. Not very international like some other departments, but still very very good",1,1.0,"I have good colleagues and good team. Not very international like some other departments, but still very very good",1,teams_zusammenhalt
Hugo Boss,Steht unter ständigem Druck durch unfähige Führungskräfte,9,0.8024893293223015,Is under constant pressure from incompetent managers,0,führungskräfte_führungskompetenz
Hugo Boss,Jeder schaut nach sich. Kein Team Gedanke. Da geht es nur noch um wer kommt wie schnell weiter.,1,1.0,Everyone looks after themselves. No team thought. It's all about who's going to get on like fast.,0,teams_zusammenhalt
Bosch,"Das team war sehr gut, man konnte die Anwesenheit auswählen (HO oder Office), nur alle 3 Wochen gab es ein verpflichtendes in-Site Meeting",1,0.9655777644480107,"The team was very good, you could choose the presence (HO or Office), only every 3 weeks there was a mandatory in-site meeting",1,teams_zusammenhalt
Hugo Boss,Very competitive and fun. People willing to team up and grow.,1,1.0,Very competitive and fun. People willing to team up and grow.,1,teams_zusammenhalt
Adidas,"Es herrscht leider kein Vertrauen mehr in die Führungsebene was zu einer schlechten Arbeitsstimmung führt.
Es herrscht Angst, die MA werden degradiert und unter Druck gesetzt die neuen schlechteren Verträge schnell zu unterschreiben. Der Betriebsrat rät den Mitarbeitern deshalb einen Anwalt einzuschalten.",9,0.7790989341452251,"Unfortunately, there is no confidence in the management level anymore, which leads to a bad working mood. There is a fear that the MA will be demoted and put under pressure to sign the new worse contracts quickly. The works council therefore advises the employees to hire a lawyer.",0,führungskräfte_führungskompetenz
Porsche,Ist sehr stark abhängig vom Team in dem man landet. Es gibt leider ein paar toxische Kollegen die vieles kaputt machen.,1,1.0,"Is very dependent on the team you end up in. Unfortunately, there are a few toxic colleagues who destroy a lot.",0,teams_zusammenhalt
Bosch,"Sehr kollegiales Team, gutes Verhältnis zu den Vorgesetzten",1,1.0,"Very collegial team, good relationship with the superiors",1,teams_zusammenhalt
PVH,Super Team wo man gerne zu Arbeit kommt,1,1.0,Super team where you like to get to work,1,teams_zusammenhalt
Porsche,Angenehmer und zuvorkommender Umgang im Team und der gesamten Organisation!,1,1.0,Pleasant and courteous handling of the team and the entire organization!,1,teams_zusammenhalt
Marc O'Polo,"Ein tolles miteinander, arbeiten in einem Team, sehr motivierend",1,1.0,"A great one, working in a team, very motivating",1,teams_zusammenhalt
Bosch,"Tolle Gemeinschaft mit freundlichem Umgang. Motiviertes Team, das Ziele hat und darauf hinarbeitet - so macht das Arbeiten Spaß!",1,1.0,Great community with friendly handling. Motivated team that has goals and works towards them - that's how working is fun!,1,teams_zusammenhalt
Porsche,"Für Beratung wenig Ellenbogenkultur und viel Teamspirit, trotzdem gibt durch die nicht vorhandene ""hire-or-fire"" Politik alt gediente Kollegen die nicht mehr die für die Beratung nötige Eigenmotivation aufweisen, was tlw. abstrahlt",2,1.0,"For advice little elbow culture and a lot of team spirit, nevertheless given by the non-existent ""hire-or-fire"" politics old served colleagues who no longer have the self-motivation necessary for the advice, which radiates tlw.",0,älteren_kollegen_junge
