Job Title,Company Name,Location,Function,Job Link,Detailed Job Description,Additional Information
Spezialist für Gewährleistungs- und Umweltmanagement (m/w/d),Porsche Niederlassung Stuttgart GmbH,Stuttgart,Vertrieb,https://jobs.porsche.com/index.php?ac=jobad&id=2716,"Aufgaben
Themenfelder im Gewährleistungsbereich:
Bearbeitung von Gewährleistungsfällen und Erstellung von Garantie- und Kulanzanträgen unter Berücksichtigung der Antragsfristen
Berücksichtigung von Vorgaben und Richtlinien des Gewährleistungsabwicklungssystems
Sicherstellung der revisionssicheren und vollständigen Dokumentation im Garantie- und Kulanzfall
Durchführung der Kulanz- und Gewährleistungsabrechnung
Beauftragung von Gutschriften im Kulanzfall
Kontrolle von Garantieanträgen und gegebenenfalls Durchführung von Korrekturen
Kontrolle der eingegangenen Gutschriften
Unterstützung bei der Reparaturabrechnung
Zusammenarbeit mit Serviceberatern und Werkstattleitern
Betreuung beider Standorte im Bereich Gewährleistung vor Ort
  Themenfelder im Umweltmanagementbereich: 
Umsetzung der Umweltpolitik und Überwachung der Zielerreichung
Verwaltung und Aktualisierung der Umweltmanagement-Dokumentation
Erstellung von Arbeitsanweisungen und relevanten Dokumenten für das Umweltmanagement
Pflege und Umsetzung des Umweltprogramms
Regelmäßige Prüfung umweltrechtlicher Anforderungen und relevanter Regelwerke
Durchführung von Schulungen zu Umweltthemen für Mitarbeiter und Auftragnehmer
    Anforderungen
Erfolgreich abgeschlossene kaufmännische oder technische Ausbildung mit kaufmännischem Hintergrund
Erfahrung im Bereich Gewährleistung- und Reparaturabrechnung
Reisebereitschaft zwischen den Standorten Pragsattel und Filderstadt
Sehr gute Kommunikations- und Teamfähigkeit
Selbständige und gewissenhafte Arbeitsweise","Themenfelder im Gewährleistungsbereich:
Bearbeitung von Gewährleistungsfällen und Erstellung von Garantie- und Kulanzanträgen unter Berücksichtigung der Antragsfristen
Berücksichtigung von Vorgaben und Richtlinien des Gewährleistungsabwicklungssystems
Sicherstellung der revisionssicheren und vollständigen Dokumentation im Garantie- und Kulanzfall
Durchführung der Kulanz- und Gewährleistungsabrechnung
Beauftragung von Gutschriften im Kulanzfall
Kontrolle von Garantieanträgen und gegebenenfalls Durchführung von Korrekturen
Kontrolle der eingegangenen Gutschriften
Unterstützung bei der Reparaturabrechnung
Zusammenarbeit mit Serviceberatern und Werkstattleitern
Betreuung beider Standorte im Bereich Gewährleistung vor Ort
  Themenfelder im Umweltmanagementbereich: 
Umsetzung der Umweltpolitik und Überwachung der Zielerreichung
Verwaltung und Aktualisierung der Umweltmanagement-Dokumentation
Erstellung von Arbeitsanweisungen und relevanten Dokumenten für das Umweltmanagement
Pflege und Umsetzung des Umweltprogramms
Regelmäßige Prüfung umweltrechtlicher Anforderungen und relevanter Regelwerke
Durchführung von Schulungen zu Umweltthemen für Mitarbeiter und Auftragnehmer"
Mitarbeiter für den Bereich Teiledienst (m/w/d) Berlin-Potsdam,Porsche Niederlassung Berlin-Potsdam GmbH,Berlin-Potsdam,Sonstige,https://jobs.porsche.com/index.php?ac=jobad&id=13708,"Aufgaben
Führung von Verkaufsgesprächen mit Kundinnen / Kunden im Rahmen des Teiledienstes
Betreuung von Großkunden
Auslieferung der kommissionierten Teile an die Werkstatt
Entgegennahme von Garantieteilen nur im Austausch gegen Altteile mit Quittierung
Spezialistin / Spezialist für Equipment, Räder und Reifen
Abgleich der Lieferscheine mit dem Inhalt der Lieferung auf Vollständigkeit und Richtigkeit
Abgleich von Lieferungen mit der Bestellung
Weitergabe der abgezeichneten Lieferscheine an den Teile Disponenten
Information der Serviceberaterinnen / Servicebreater über den Eingang der bestellten Teile
Anforderungen
eine abgeschlossene Berufsausbildung
Berufserfahrung als Teiledienstmitarbeiterin / -mitarbeiter wünschenswert
Gute Produktkenntnisse der Porsche-Modelle
Beherrschung des Systems CROSS vorteilhaft
Ein gutes Organisationsvermögen und eine hohe Hands-On-Mentalität liegen Ihnen am Herzen
Englischkenntnisse sind wünschenswert, jedoch keine Grundvoraussetzung
Gewandte Ausdrucksfähigkeit, Verhandlungsgeschick und sehr gute Umgangsformen
Hohe Belastbarkeit, Flexibilität, sowie gute Konzentrationsfähigkeit
Verantwortungsbewusstsein, Durchsetzungsvermögen, Zuverlässigkeit und Eigeninitiative
Gutes Kontakt- und Kooperationsvermögen
Führerschein Klasse B",Section not found or could not extract additional information
Masterand (m/w/d) Entwicklung innovativer Integrationskonzepte für FAS-/HAF-Sensoren,Dr. Ing. h.c. F. Porsche AG,Weissach,Entwicklung,https://jobs.porsche.com/index.php?ac=jobad&id=13674,"Aufgaben
Was sind die Rechercheaufgaben der Abschlussarbeit?:
Die Entwicklung von Fahrerassistenzsystemen sowie des hochautomatisierten Fahrens erfordert die Integration verschiedener Sensoren (bspw. Radar, Kamera, Ultraschallsensor) im Fahrzeug. Im Rahmen der Abschlussarbeit sollen innovative Konzepte zur Integration von Sensoren der Fahrerassistenz und des hochautomatisierten Fahrens entworfen, virtuell entwickelt und experimentell geprüft werden.

Dabei sind im Wesentlichen folgende Arbeitspakete zu bearbeiten:
Literaturrecherche zum Stand der Technik der Sensorintegration im Zusammenhang mit FAS/HAF
Entwicklung innovativer Konzepte zur Sensorintegration
Aufbau eines Simulationsmodells zur virtuellen Auslegung und Untersuchung des Sensorverhaltens
Aufbau eines Prüfstands zur experimentellen Untersuchung des Sensorverhaltens
Bewertung und Diskussion der entwickelten Konzepte

Anforderungen
Studium der Elektrotechnik, Mechatronik, Maschinenbau, Fahrzeugtechnik oder vergleichbarer Studiengang
Studienschwerpunkte: Konstruktion / Simulation
Fachkenntnisse: Physikalische Grundlagen (idealerweise im Bereich Akustik und Strukturmechanik)
IT-Kenntnisse: CAD (bspw. Inventor/CATIA), ANSYS, MATLAB
Gute Deutschkenntnisse
Team- und Kommunikationsfähigkeit, motivierte und strukturierte Arbeitsweise","Was sind die Rechercheaufgaben der Abschlussarbeit?:
Die Entwicklung von Fahrerassistenzsystemen sowie des hochautomatisierten Fahrens erfordert die Integration verschiedener Sensoren (bspw. Radar, Kamera, Ultraschallsensor) im Fahrzeug. Im Rahmen der Abschlussarbeit sollen innovative Konzepte zur Integration von Sensoren der Fahrerassistenz und des hochautomatisierten Fahrens entworfen, virtuell entwickelt und experimentell geprüft werden.

Dabei sind im Wesentlichen folgende Arbeitspakete zu bearbeiten:
Literaturrecherche zum Stand der Technik der Sensorintegration im Zusammenhang mit FAS/HAF
Entwicklung innovativer Konzepte zur Sensorintegration
Aufbau eines Simulationsmodells zur virtuellen Auslegung und Untersuchung des Sensorverhaltens
Aufbau eines Prüfstands zur experimentellen Untersuchung des Sensorverhaltens
Bewertung und Diskussion der entwickelten Konzepte"
Auszubildender Kfz-Mechatroniker System- und Hochvolttechnik (m/w/d),Porsche Zentrum Karlsruhe,Karlsruhe,Werkstatt,https://jobs.porsche.com/index.php?ac=jobad&id=13676,"Aufgaben
Hier ist Ihre Chance bei Porsche.
Das Porsche Zentrum Karlsruhe vertreibt mit Porsche eine der erfolgreichsten Sportwagenmarken der Welt. Unser Ziel ist es, diesen Erfolg auch künftig fortzuschreiben und unsere Kunden optimal zu betreuen. Zur Verstärkung unseres Teams bieten wir eine Anstellung als
Auszubildender Kfz-Mechatroniker System- und Hochvolttechnik (m/w/d)
Deine Aufgaben:
Du erlernst die Wartung, Diagnose und Instandsetzung von Fahrzeugen, insbesondere im Bereich der
Fahrzeugelektrik und -elektronik
Du beschäftigst dich mit der Wartung und Reparatur modernster konventioneller und elektrischer
Antriebstechnologien
Du beschäftigst dich mit der Einstellung und die Inbetriebnahme von Fahrwerks- und Fahrerassistenzsystemen
im Fahrzeug
Du lernst das Aktualisieren von Softwareständen an Steuergeräten und Arbeiten an Hochvoltspeichern von
Elektrofahrzeugen kennen
Du lernst Fahrzeug-IT, Smart Mobility und Datenübertragungssystemen im Fahrzeug zu verstehen
Dauer der Ausbildung: 3,5 Jahre
Anforderungen
Realschulabschluss oder ein höherer Schulabschluss
Handwerkliches Geschick
Gutes Verständnis von komplexen elektronischen Systemen
Interesse an Elektrotechnik, Elektronik und Elektromobilität
Große Leidenschaft für das Automobil
Freude an Teamarbeit",Section not found or could not extract additional information
Service Techniker (m/w/d),Porsche Zentrum Würzburg,Würzburg,Werkstatt,https://jobs.porsche.com/index.php?ac=jobad&id=13675,"Aufgaben
Hier ist Ihre Chance bei Porsche.
Das Porsche Zentrum Würzburg vertreibt mit Porsche eine der erfolgreichsten Sportwagenmarken der Welt. Unser Ziel ist es, diesen Erfolg auch künftig fortzuschreiben und unsere Kunden optimal zu betreuen. Zur Verstärkung unseres Teams bieten wir eine Anstellung als
Service Techniker (m/w/d)
Durchführung sämtlicher Wartungsdienste und Instandsetzungsarbeiten an Porsche Fahrzeugen unter
Einhaltung von Zeit- und Arbeitsvorgaben
Diagnosearbeiten und Fehlersuche mit Porsche-Systemen
Interpretation von Diagnose- und Fehleranalyseprotokollen
Diagnose und Fehlersuche der Fahrzeugsysteme
Einbau und Austausch von Hochvoltbatterien und anderen elektrischen Systemen
Herstellung der Spannungsfreiheit mithilfe des Fahrzeugdiagnosetesters durch zertifizierte Messung
Arbeiten unter Spannung
Freischaltung von HV Systemen, Definierte Arbeiten an Hybridsystemen
Nachrüstung und Inbetriebnahme von Zubehör und Anbauteilen
Analyse von Diagnoseprotokollen sowie Umsetzung von Reparaturen 
Dokumentation von Aufträgen sowie Qualitätssicherung der durchgeführten Arbeiten
Anforderungen
Abgeschlossene Berufsausbildung zum Kfz-Mechatroniker
Mehrjährige Berufserfahrung
Sehr gute Kenntnisse im Bereich Diagnose und von Elektrik/Elektronik-Komponenten
Fundierte Kenntnisse der Fahrzeugelektronik und Datenbussystemen
Hohe Team- und Kommunikationsfähigkeit
Selbstständige und strukturierte Arbeitsweise
Führerschein der Klasse B",Section not found or could not extract additional information
"Praktikant (m/w/d) Prozesse, Methoden und Tools in der Fahrzeug Verifikation und Validierung",Dr. Ing. h.c. F. Porsche AG,Weissach,Entwicklung,https://jobs.porsche.com/index.php?ac=jobad&id=13657,"Aufgaben
Der Bereich Gesamtfahrzeugvalidierung verantwortet die Umsetzung eines effektiven Verifikation & Validierung Managements in den Fahrzeugprojekten und trägt die Gesamtverantwortung für eine wirksame Absicherung mit physischen und virtuellen Methoden in allen Phasen des Produkt Entstehungsprozesses.
  Der Abteilung zugehörige Fachbereich mit dem Schwerpunkt „V&V Management, PMT und Ressourcen“ bietet Ihnen im Praktikum umfassende Einblicke in die Porsche Arbeitswelt und Möglichkeiten zur Mitgestaltung in folgenden Aufgabenschwerpunkten:
  Mitarbeit in strategischen Projekten mit dem Ziel Prozesse, Methoden, Tools und Zusammenarbeitsmodelle im Kontext der Fahrzeug-Verifikation und -Validierung zu optimieren
Unterstützung in der nachhaltigen Implementierung von erarbeiteten Prozessen, Methoden, Tools und Zusammenarbeitsmodellen
Mitwirkung in der Vorbereitung und Nachbereitung von Gremien, Workshops und Abstimmungsterminen
Unterstützung in der Erstellung von automatisierten Prozessen und Auswertungen
Mitarbeit in der Vorbereitung von IT Tool Rollouts
Mitwirkung im operativen Ressourcenmanagement
Anforderungen
Studium der Wirtschaftswissenschaften, vorzugsweise mit technischem Hintergrund (Wirtschaftsingenieurwesen oder tech. orientierte BWL)
Erfahrung im Projektmanagement oder Beratungstätigkeiten von Vorteil
sehr gute analytische und Strukurierungs-Fähigkeiten
ausgeprägte Team- und Kommunikationsfähigkeit
sehr gute Kenntnisse in PowerPoint
Erfahrung mit PowerAutomate und PowerBI von Vorteil
  Beginn: flexibel
Dauer: 3 bis 6 Monate","Der Bereich Gesamtfahrzeugvalidierung verantwortet die Umsetzung eines effektiven Verifikation & Validierung Managements in den Fahrzeugprojekten und trägt die Gesamtverantwortung für eine wirksame Absicherung mit physischen und virtuellen Methoden in allen Phasen des Produkt Entstehungsprozesses.
  Der Abteilung zugehörige Fachbereich mit dem Schwerpunkt „V&V Management, PMT und Ressourcen“ bietet Ihnen im Praktikum umfassende Einblicke in die Porsche Arbeitswelt und Möglichkeiten zur Mitgestaltung in folgenden Aufgabenschwerpunkten:
  Mitarbeit in strategischen Projekten mit dem Ziel Prozesse, Methoden, Tools und Zusammenarbeitsmodelle im Kontext der Fahrzeug-Verifikation und -Validierung zu optimieren
Unterstützung in der nachhaltigen Implementierung von erarbeiteten Prozessen, Methoden, Tools und Zusammenarbeitsmodellen
Mitwirkung in der Vorbereitung und Nachbereitung von Gremien, Workshops und Abstimmungsterminen
Unterstützung in der Erstellung von automatisierten Prozessen und Auswertungen
Mitarbeit in der Vorbereitung von IT Tool Rollouts
Mitwirkung im operativen Ressourcenmanagement"
Bachelorand (m/w/d) FBG-Sensoren zur Überwachung von Traktionsbatterien in Elektrofahrzeugen: Eine vergleichende Bewertung von FBG-Sensoren und traditionellen Messmethoden,Dr. Ing. h.c. F. Porsche AG,Weissach,Entwicklung,https://jobs.porsche.com/index.php?ac=jobad&id=13666,"Aufgaben
Die Bachelorarbeit beschäftigt sich mit FBG-Sensoren und ihren Einsatz zur Überwachung von Traktionsbatterien. Es soll erarbeitet werden, welche Größen sie im Kontext batterie-Technik erfassen können und ein Vergleich/Referenzierung der FBG-Sensoren zu traditionellen Messmethodenerstell werden. Die Arbeit umfasst eine theoretische Betrachtung sowie eine experimentelle Bewertung der Sensoren.
Theoretische Betrachtung der Sensoren und ihrer Möglichkeiten (Fokus auf Temperatur und Verformung/Kräften)
Praktische Validierung der Sensoren und Erfassung der Möglichkeiten
Bewertung zur Referenz von traditionellen Messmethoden (Aufbau, Genauigkeiten, Kosten und Komplexität)
Zusammenarbeit im interdisziplinärem Team aus Messtechnikern, Validierungstechniker und Anwendern
Anforderungen
Studiengänge: Ingenieurswesen
Studienschwerpunkte: Elektrotechnik
Fachkenntnisse: Messtechnik / Daten Auswertung / Batterietechnik
IT-Kenntnisse: Sicherer Umgang in MS-Office, Python
Umgang mit Messdatenerfassungs- und Auswertungssystemen
Sprachkenntnisse: Deutsch und gute Englischkenntnisse
Selbstständige, strukturierte, gründliche und analytische Vorgehensweise
Gute Team- und Kommunikationsfähigkeit
Neugierde, lösungsoffenes Denken und schnelle Auffassungsgabe
Ausgeprägte Automobilbegeisterung","Die Bachelorarbeit beschäftigt sich mit FBG-Sensoren und ihren Einsatz zur Überwachung von Traktionsbatterien. Es soll erarbeitet werden, welche Größen sie im Kontext batterie-Technik erfassen können und ein Vergleich/Referenzierung der FBG-Sensoren zu traditionellen Messmethodenerstell werden. Die Arbeit umfasst eine theoretische Betrachtung sowie eine experimentelle Bewertung der Sensoren.
Theoretische Betrachtung der Sensoren und ihrer Möglichkeiten (Fokus auf Temperatur und Verformung/Kräften)
Praktische Validierung der Sensoren und Erfassung der Möglichkeiten
Bewertung zur Referenz von traditionellen Messmethoden (Aufbau, Genauigkeiten, Kosten und Komplexität)
Zusammenarbeit im interdisziplinärem Team aus Messtechnikern, Validierungstechniker und Anwendern"
Sales Representative (m/w/d),Porsche Zentrum Würzburg,Würzburg,Vertrieb,https://jobs.porsche.com/index.php?ac=jobad&id=13658,"Aufgaben
Hier ist Ihre Chance bei Porsche.
Das Porsche Zentrum Würzburg vertreibt mit Porsche eine der erfolgreichsten Sportwagenmarken der Welt. Unser Ziel ist es, diesen Erfolg auch künftig fortzuschreiben und unsere Kunden optimal zu betreuen. Zur Verstärkung unseres Teams bieten wir eine Anstellung als
Sales Representative (m/w/d) 
Fachkompetente Beratung von Kunden sowie Repräsentation des Porsche Design Lifestyle Shop
Vertrieb von Porsche Lifestyle und Porsche Tequipment
Aktiver Vertrieb von Porsche Design Timepieces und Manthey Racing
Unterstützung bei Marketing- und Kundenaktionen
Sicherstellung der visuellen Produktpräsentation im Porsche Design Store
Verantwortlich für das Produktportfolio im Lifestyle Shop
Kennzahlenorientierte Steuerung des Verantwortungsbereiches sowie kontinuierliche Optimierung unserer KPIs
Anforderungen
Du bringst Folgendes mit: 
Erfolgreich abgeschlossene kaufmännische Berufsausbildung
Mehrjährige Berufserfahrung im Vertrieb von hochwertigen Lifestyle-Produkten
Erfahrung und Affinität zur Vermarktung von Luxusprodukten 
Sicherer Umgang mit MS Office
Hohe Team- und Kommunikationsfähigkeit sowie ausgeprägte Dienstleistungsorientierung
Selbstständige Arbeitsweise und hohes Verantwortungsbewusstsein",Section not found or could not extract additional information
Qualitäts- und Endkontrolleur (m/w/d),Porsche Zentrum Würzburg,Würzburg,Werkstatt,https://jobs.porsche.com/index.php?ac=jobad&id=13663,"Aufgaben
Hier ist Ihre Chance bei Porsche.
Das Porsche Zentrum Würzburg vertreibt mit Porsche eine der erfolgreichsten Sportwagenmarken der Welt. Unser Ziel ist es, diesen Erfolg auch künftig fortzuschreiben und unsere Kunden optimal zu betreuen. Zur Verstärkung unseres Teams bieten wir eine Anstellung als
Qualitäts- und Endkontrolleur (m/w/d)
Endabnahme der Fahrzeuge nach ausgeführtem Auftrag 
Dokumentation der Endabnahme anhand von Checklisten 
Durchführung von Probefahrten 
Ansprechpartner für Serviceberater und Werkstattleitung 
Erstellung von Maßnahmen zur langfristigen Qualitätssicherung
Anforderungen
Abgeschlossene Berufsausbildung zum Kfz-Mechatroniker
Sie verfügen über ein profundes Wissen der aktuellen Fahrzeug – und Diagnosetechnik 
Sie sind teamfähig und absolut serviceorientiert 
Sie haben ein ausgeprägtes Qualitätsbewusstsein 
Sie arbeiten jederzeit exakt, selbstständig und zuverlässig 
Führerschein Klasse B",Section not found or could not extract additional information
Sekretär/ Assistent der Geschäftsführung (CFO) (m/w/d),Porsche Lifestyle GmbH & Co. KG,Ludwigsburg,Planung & Organisation,https://jobs.porsche.com/index.php?ac=jobad&id=1977,"Aufgaben
Als Sekretär/ Assistent der Geschäftsführung (m/w/d) erwarten Dich folgende Hauptaufgaben: 
Selbständige Organisation und Koordination des Sekretariats einschließlich Terminvereinbarung und -überwachung sowie Reiseplanung
Unterstützung bei der Vorbereitung, Organisation und Nachbereitung von Beiratssitzungen
Steuerung des Informationsflusses innerhalb der weltweiten Organisation
Inhaltliche Unterstützung bei anfallenden Themen innerhalb der Geschäftsführung
Aktives Mitwirken bei internen Projekten
Ansprechpartner für Geschäftspartner, inklusive Betreuung, Koordination und Vorbereitung von Besprechungen, Workshops und Veranstaltungen
Erstellung und Aufbereitung von Präsentationen und Entscheidungsvorlagen
Erledigung der internen und externen Korrespondenz
Bearbeitung von Sonderaufgaben und -projekten
Anforderungen
Du bringst Folgendes mit: 
Erfolgreich abgeschlossene Ausbildung zur Fremdsprachenkorrespondent/in, als Sekretär/in oder vergleichbare kaufmännische Berufsausbildung bzw. erfolgreich abgeschlossenes Studium der Betriebswirtschaftslehre
Mehrjährige Berufserfahrung als Assistent/in oder Sekretär/in der Geschäftsführung, Bereichsleitung oder Hauptabteilung
Sicherer Umgang mit MS Office, Lotus Notes und Outlook
Strukturierte, selbständige und eigenverantwortliche Arbeitsweise sowie gutes Organisationsgeschick
Schnelle Auffassungsgabe, kommunikatives Wesen und Teamfähigkeit
Kundenorientiertes Denken und Handeln, hohes Engagement und soziale Sensibilität","Als Sekretär/ Assistent der Geschäftsführung (m/w/d) erwarten Dich folgende Hauptaufgaben: 
Selbständige Organisation und Koordination des Sekretariats einschließlich Terminvereinbarung und -überwachung sowie Reiseplanung
Unterstützung bei der Vorbereitung, Organisation und Nachbereitung von Beiratssitzungen
Steuerung des Informationsflusses innerhalb der weltweiten Organisation
Inhaltliche Unterstützung bei anfallenden Themen innerhalb der Geschäftsführung
Aktives Mitwirken bei internen Projekten
Ansprechpartner für Geschäftspartner, inklusive Betreuung, Koordination und Vorbereitung von Besprechungen, Workshops und Veranstaltungen
Erstellung und Aufbereitung von Präsentationen und Entscheidungsvorlagen
Erledigung der internen und externen Korrespondenz
Bearbeitung von Sonderaufgaben und -projekten"
Bachelorand (m/w/d) Übertragung immersiver VR-Erlebnisse in eine Fahrzeugkabine,Dr. Ing. h.c. F. Porsche AG,Weissach,Entwicklung,https://jobs.porsche.com/index.php?ac=jobad&id=13643,"Aufgaben
Was sind die Rechercheaufgaben der Abschlussarbeit?:
Untersuchung der Wirkmechanismen bzw. Darstellungsprinzipien der Erlebniswelten von z.B. Apple-Vision Pro oder Meta Quest VR-Umgebungen und Programmen
Ableitung von Möglichkeiten zur Übertragung in den ""Erlebnisraum"" Fahrzeugkabine
Anforderungen an Hardwarekomponenten und deren Vernetzung wie Sitze, Klima, Beleuchtung, Bildschirme, Soundanlage, Duftspender, …
Konzeption wirkungsvoller Kombinationen von interagierenden Komponenten entsprechend den gefundenen Darstellungsmöglichkeiten, ggfs. Ableitung choreographischer Prinzipien
3D-Entwurf für einen integrierten Duftspender
Ggfs. Erarbeitung zur Inszenierung von Duft (TouchPoints: Kartuschentausch, dynamische Visualisierung des verströmenden Dufts bzw. des arbeitenden Diffusors, Darstellung unterschiedlicher Düfte über Lichtfarben, ...)
Anforderungen
Studiengang Fahrzeugdesign, Industriedesign, Transportation Interior Design, Fahrzeugtechnik
Studienschwerpunkte: Interieur Design, UI/UX-Design, Mensch-Maschine-Interaktion, Funktionsintegration, Erlebnis Innenraum
Fachkenntnisse: Konzeption und Gestaltung von Komponenten für Fahrzeuginnenräume, Ergonomie, Screendesign, Erstellung von Content für Bildschirmapplikationen, Lichtdesign, Rauminszenierung, VR-Anwendungen, Choreographie und Komposition von VR-fähigen Anwendungen, Vernetzung von Interieur-Funktionen
IT-Kenntnisse: 3D-Flächen und Solid-Konstruktion (Alias, insbes. CATIA), Oberflächendarstellung von Material und Lichtwirkungen (Vred), Graphik-, Bild- und Video-Tools (ADOBE), Screen-Programmierung (Unreal Engine / Unity), Office Anwendungen (Microsoft)
Sprachkenntnisse: deutsch, englisch
Sonstiges / Soft Skills: Vermögen komplexe Sachverhalte schnell zu erfassen, ganzheitliche Betrachtung von Problemstellungen, Abstraktionsvermögen von Empfindungen, kreative Lösungsfindung für ""Erlebnis-Design""","Was sind die Rechercheaufgaben der Abschlussarbeit?:
Untersuchung der Wirkmechanismen bzw. Darstellungsprinzipien der Erlebniswelten von z.B. Apple-Vision Pro oder Meta Quest VR-Umgebungen und Programmen
Ableitung von Möglichkeiten zur Übertragung in den ""Erlebnisraum"" Fahrzeugkabine
Anforderungen an Hardwarekomponenten und deren Vernetzung wie Sitze, Klima, Beleuchtung, Bildschirme, Soundanlage, Duftspender, …
Konzeption wirkungsvoller Kombinationen von interagierenden Komponenten entsprechend den gefundenen Darstellungsmöglichkeiten, ggfs. Ableitung choreographischer Prinzipien
3D-Entwurf für einen integrierten Duftspender
Ggfs. Erarbeitung zur Inszenierung von Duft (TouchPoints: Kartuschentausch, dynamische Visualisierung des verströmenden Dufts bzw. des arbeitenden Diffusors, Darstellung unterschiedlicher Düfte über Lichtfarben, ...)"
Bachelorand (m/w/d) Innovative Stecker- und Prüfkonzepte: Entwicklung und Benchmarking von Lösungen für die Automobilindustrie,Dr. Ing. h.c. F. Porsche AG,Zuffenhausen,Produktion,https://jobs.porsche.com/index.php?ac=jobad&id=13630,"Aufgaben
Dein Einsatz ist innerhalb der Schnittstelle zwischen Produktion und Entwicklung
Konzeptioniere ein Vorgehensmodell zur Identifikation und Bewertung von Stecker- und Prüfkonzepten
Validiere deine Methode an aktuellen Problemstellungen und Trends in der Automobilentwicklung
Deine Aufgaben sind unter anderem:
Eine umfassende Literaturrecherche zum aktuellen Stand der Forschung
Praktische Untersuchung und Datensammlung
Interviews und Befragungen von Experten zur Gewinnung tieferer Einblicke
Nutzung von Fallstudien zur Analyse vergleichbarer Projekte und deren Ergebnisse
Methode zur Bewertung und Differenzierung von Stecker- und Prüfkonzepten
Ableiten von alternativen und besseren Lösungskonzepten 
Anforderungen
Studium des Maschinenbaus, der Mechatronik, des Wirtschaftsingenieurswesens oder vergleichbar 
erste Kenntnisse in der Produktentwicklung und/oder Entwicklung mechatronischer Produkte/Systeme 
Sicherer Umgang mit MS Office, insbesondere PowerPoint und ggfs. Excel 
Gute Deutsch- sowie Englischkenntnisse 
Gute Kenntnisse im wissenschaftlichen Arbeiten
sehr gute konzeptionelle und analytische Fähigkeiten
Eigeninitiative, Einsatzbereitschaft, Organisation sowie ausgeprägte Kommunikations- und Teamfähigkeit","Dein Einsatz ist innerhalb der Schnittstelle zwischen Produktion und Entwicklung
Konzeptioniere ein Vorgehensmodell zur Identifikation und Bewertung von Stecker- und Prüfkonzepten
Validiere deine Methode an aktuellen Problemstellungen und Trends in der Automobilentwicklung
Deine Aufgaben sind unter anderem:
Eine umfassende Literaturrecherche zum aktuellen Stand der Forschung
Praktische Untersuchung und Datensammlung
Interviews und Befragungen von Experten zur Gewinnung tieferer Einblicke
Nutzung von Fallstudien zur Analyse vergleichbarer Projekte und deren Ergebnisse
Methode zur Bewertung und Differenzierung von Stecker- und Prüfkonzepten
Ableiten von alternativen und besseren Lösungskonzepten"
Masterand (m/w/d) Methode zur Berücksichtigung von Wettbewerbsanalysen im Produktentwicklungsprozess,Dr. Ing. h.c. F. Porsche AG,Zuffenhausen,Produktion,https://jobs.porsche.com/index.php?ac=jobad&id=13629,"Aufgaben
Fahrzeugaufbaukonzepte beeinflussen die Produktionsaspekte wie Herstellbarkeit, Produktqualität, Kosten und Nachhaltigkeit. Identifizierte Potentiale zur Verbesserung dieser Aspekte können durch eine Betrachtung vielfältiger Lösungskonzepte umfangreicher bewertet und gehoben werden. Die Abschlussarbeit soll einen Beitrag zu diesem Themenfeld leisten.
Dein Einsatz ist innerhalb der Schnittstelle zwischen Produktion und Entwicklung
Konzeptioniere ein Vorgehensmodell zur Identifi kation und Bewertung von Wettbewerbslösungen
Leiste einen Beitrag zur Optimierung von Fahrzeugaufbaukonzepten und steigere die Produktionsziele Qualität, Herstellkosten und Nachhaltigkeit
Validiere deine Methode an aktuellen Problemstellungen und Trends in der Automobilentwicklung
Anforderungen
Studium einer technischen Fachrichtung wie Maschinenbau, Fahrzeugtechnik oder einem vergleichbaren Studiengang
erste Fachkenntnisse in Produktgestaltung, Entwicklungsmethodik und Fahrzeugtechnik
sicherer Umgang mit MS PowerPoint und Excel
sehr gute Deutschkenntnisse
Zielstrebigkeit, Einsatzbereitschaft und strukturierte, eigenverantwortliche Arbeitsweise
Hohes Interesse am wissenschaftlichen Arbeiten","Fahrzeugaufbaukonzepte beeinflussen die Produktionsaspekte wie Herstellbarkeit, Produktqualität, Kosten und Nachhaltigkeit. Identifizierte Potentiale zur Verbesserung dieser Aspekte können durch eine Betrachtung vielfältiger Lösungskonzepte umfangreicher bewertet und gehoben werden. Die Abschlussarbeit soll einen Beitrag zu diesem Themenfeld leisten.
Dein Einsatz ist innerhalb der Schnittstelle zwischen Produktion und Entwicklung
Konzeptioniere ein Vorgehensmodell zur Identifi kation und Bewertung von Wettbewerbslösungen
Leiste einen Beitrag zur Optimierung von Fahrzeugaufbaukonzepten und steigere die Produktionsziele Qualität, Herstellkosten und Nachhaltigkeit
Validiere deine Methode an aktuellen Problemstellungen und Trends in der Automobilentwicklung"
